,winner,winner_url,looser,looser_url,outcome
2287,Warlley Alves,http://www.ufcstats.com/fighter-details/d317a5e2b3f88c5f,Jeremiah Wells,http://www.ufcstats.com/fighter-details/d66a46de8d705353,0.0
2288,Marcin Prachnio,http://www.ufcstats.com/fighter-details/6370c1c1e12723d5,Ike Villanueva,http://www.ufcstats.com/fighter-details/f9d0cae37dabfafc,1.0
2289,Julija Stoliarenko,http://www.ufcstats.com/fighter-details/a78a87d8c2bbb1cb,Julia Avila,http://www.ufcstats.com/fighter-details/86d9dbe1bfcbade7,0.0
2290,Charles Rosa,http://www.ufcstats.com/fighter-details/40093d1d2d78394e,Justin Jaynes,http://www.ufcstats.com/fighter-details/304a21d0595e1a08,1.0
2291,Damir Hadzovic,http://www.ufcstats.com/fighter-details/38c626ca912c7bac,Yancy Medeiros,http://www.ufcstats.com/fighter-details/813550bc53b15fb0,1.0
2292,Dan Ige,http://www.ufcstats.com/fighter-details/82a5152216251682,Chan Sung Jung,http://www.ufcstats.com/fighter-details/c451d67c09c55418,0.0
2293,Serghei Spivac,http://www.ufcstats.com/fighter-details/e2f6b2769aaedd6c,Aleksei Oleinik,http://www.ufcstats.com/fighter-details/98c23cb6da5b3352,1.0
2294,Marlon Vera,http://www.ufcstats.com/fighter-details/7c7332319c14094c,Davey Grant,http://www.ufcstats.com/fighter-details/113df4fde64735c6,1.0
2295,SeungWoo Choi,http://www.ufcstats.com/fighter-details/a68575214ecad140,Julian Erosa,http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a,1.0
2296,Wellington Turman,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2,Bruno Silva,http://www.ufcstats.com/fighter-details/12ebd7d157e91701,0.0
2297,Dhiego Lima,http://www.ufcstats.com/fighter-details/e9213f53ddeca978,Matt Brown,http://www.ufcstats.com/fighter-details/31123249b0bbf52e,0.0
2298,Nicolae Negumereanu,http://www.ufcstats.com/fighter-details/8c57c7b8c3bab0eb,Aleksa Camur,http://www.ufcstats.com/fighter-details/c2a670b22d2e196f,1.0
2299,Kanako Murata,http://www.ufcstats.com/fighter-details/e0b0cf71e0d69dd0,Virna Jandiroba,http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,0.0
2300,Khaos Williams,http://www.ufcstats.com/fighter-details/2558ae2e5671e318,Matthew Semelsberger,http://www.ufcstats.com/fighter-details/4aa58269d0664b5b,1.0
2301,Roque Martinez,http://www.ufcstats.com/fighter-details/2c5a0b8317f8f27a,Josh Parisian,http://www.ufcstats.com/fighter-details/b5da8f7d05e85a55,0.0
2302,Ricky Glenn,http://www.ufcstats.com/fighter-details/814ff3018127e8fc,Joaquim Silva,http://www.ufcstats.com/fighter-details/ae7fe94f117f98cf,1.0
2303,Casey O'Neill,http://www.ufcstats.com/fighter-details/04835018f90b118c,Lara Procopio,http://www.ufcstats.com/fighter-details/e99821959a840bb8,1.0
2304,Israel Adesanya,http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Marvin Vettori,http://www.ufcstats.com/fighter-details/7acbb0972e75281a,1.0
2305,Deiveson Figueiredo,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5,Brandon Moreno,http://www.ufcstats.com/fighter-details/792be9a24df82ed6,0.0
2306,Nate Diaz,http://www.ufcstats.com/fighter-details/8355922d564b152c,Leon Edwards,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,0.0
2307,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,Demian Maia,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27,1.0
2308,Paul Craig,http://www.ufcstats.com/fighter-details/eabf206b162b3b83,Jamahal Hill,http://www.ufcstats.com/fighter-details/5444c5a201d3ee5a,1.0
2309,Brad Riddell,http://www.ufcstats.com/fighter-details/37ed1ab2f8b819f4,Drew Dober,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75,1.0
2310,Eryk Anders,http://www.ufcstats.com/fighter-details/cad24459b28592ca,Darren Stewart,http://www.ufcstats.com/fighter-details/a17ad5a5048e8c3f,1.0
2311,Joanne Wood,http://www.ufcstats.com/fighter-details/12f91bfa8f1f723b,Lauren Murphy,http://www.ufcstats.com/fighter-details/729d4bd5a6cd0a97,0.0
2312,Movsar Evloev,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f,Hakeem Dawodu,http://www.ufcstats.com/fighter-details/2c9d00968f818270,1.0
2313,Pannie Kianzad,http://www.ufcstats.com/fighter-details/91dac5e69e28d5b5,Alexis Davis,http://www.ufcstats.com/fighter-details/4c2d90e335e6df19,1.0
2314,Terrance McKinney,http://www.ufcstats.com/fighter-details/809bd1a871491508,Matt Frevola,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74,1.0
2315,Chase Hooper,http://www.ufcstats.com/fighter-details/971246648e162f0d,Steven Peterson,http://www.ufcstats.com/fighter-details/b93c06d09d1c4ac0,0.0
2316,Luigi Vendramini,http://www.ufcstats.com/fighter-details/2f1a257d6777096d,Fares Ziam,http://www.ufcstats.com/fighter-details/1e4f273069fb9e85,0.0
2317,Carlos Felipe,http://www.ufcstats.com/fighter-details/a2ea77e974c5889f,Jake Collier,http://www.ufcstats.com/fighter-details/92fa1401b7927da3,1.0
2318,Jairzinho Rozenstruik,http://www.ufcstats.com/fighter-details/2cd428e9606856fd,Augusto Sakai,http://www.ufcstats.com/fighter-details/441eacbe20e0e80b,1.0
2319,Marcin Tybura,http://www.ufcstats.com/fighter-details/c9cf753cfdf77fc2,Walt Harris,http://www.ufcstats.com/fighter-details/03f982ca3735070c,1.0
2320,Laureano Staropoli,http://www.ufcstats.com/fighter-details/a12a8314adc1c1c9,Roman Dolidze,http://www.ufcstats.com/fighter-details/327d5f279895110d,0.0
2321,Santiago Ponzinibbio,http://www.ufcstats.com/fighter-details/6d1bffff14897645,Miguel Baeza,http://www.ufcstats.com/fighter-details/82d4c957649faf9b,1.0
2322,Gregory Rodrigues,http://www.ufcstats.com/fighter-details/d1c65d2cf2925ddd,Dusko Todorovic,http://www.ufcstats.com/fighter-details/866fd7b1a6c90e7f,1.0
2323,Ariane da Silva,http://www.ufcstats.com/fighter-details/6551c64fbcd1a467,Montana De La Rosa,http://www.ufcstats.com/fighter-details/80d8aed0ca9b00f3,0.0
2324,Ilir Latifi,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea,Tanner Boser,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e,1.0
2325,Francisco Trinaldo,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9,Muslim Salikhov,http://www.ufcstats.com/fighter-details/447f9858ae78f921,0.0
2326,Makwan Amirkhani,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf,Kamuela Kirk,http://www.ufcstats.com/fighter-details/c7d7fda69ec410d3,0.0
2327,Mason Jones,http://www.ufcstats.com/fighter-details/f6ad6a1e4d600e0d,Alan Patrick,http://www.ufcstats.com/fighter-details/cd7763bcadb5d4c8,0.0
2328,Manon Fiorot,http://www.ufcstats.com/fighter-details/34ff304266360297,Tabatha Ricci,http://www.ufcstats.com/fighter-details/d25240135aee03e5,1.0
2329,Sean Woodson,http://www.ufcstats.com/fighter-details/4682bc59d5f55145,Youssef Zalal,http://www.ufcstats.com/fighter-details/52c2ae6d2f2d2613,1.0
2330,Claudio Puelles,http://www.ufcstats.com/fighter-details/d747eb273a40a920,Jordan Leavitt,http://www.ufcstats.com/fighter-details/ac026518a9b4dc0f,1.0
2331,Rob Font,http://www.ufcstats.com/fighter-details/05339613bf8e9808,Cody Garbrandt,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994,1.0
2332,Yan Xiaonan,http://www.ufcstats.com/fighter-details/c41d426cc7326d1b,Carla Esparza,http://www.ufcstats.com/fighter-details/d910665038efc639,0.0
2333,Justin Tafa,http://www.ufcstats.com/fighter-details/e13abac8089a801a,Jared Vanderaa,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42,0.0
2334,Norma Dumont,http://www.ufcstats.com/fighter-details/d3f5d33d61cd00c9,Felicia Spencer,http://www.ufcstats.com/fighter-details/39d91e95949de3d9,1.0
2335,Ricardo Ramos,http://www.ufcstats.com/fighter-details/1ae8f3c723aacff4,Bill Algeo,http://www.ufcstats.com/fighter-details/9abc648e76c4493a,1.0
2336,Jack Hermansson,http://www.ufcstats.com/fighter-details/0a1942069c9ad6b6,Edmen Shahbazyan,http://www.ufcstats.com/fighter-details/4144798612ef96e5,1.0
2337,Ben Rothwell,http://www.ufcstats.com/fighter-details/bd58d34e39b7b12a,Chris Barnett,http://www.ufcstats.com/fighter-details/7a5e8c94a86f9895,1.0
2338,Court McGee,http://www.ufcstats.com/fighter-details/523fa774700d7d3f,Claudio Silva,http://www.ufcstats.com/fighter-details/6f7c616b98e18c29,1.0
2339,Bruno Silva,http://www.ufcstats.com/fighter-details/294aa73dbf37d281,Victor Rodriguez,http://www.ufcstats.com/fighter-details/f6e5972c9d16c40e,1.0
2340,Josh Culibao,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc,Shayilan Nuerdanbieke,http://www.ufcstats.com/fighter-details/0a73acff6325c1e2,1.0
2341,Juancamilo Ronderos,http://www.ufcstats.com/fighter-details/4a043165cf47cab2,David Dvorak,http://www.ufcstats.com/fighter-details/9ada30894bf04e19,0.0
2342,Damir Ismagulov,http://www.ufcstats.com/fighter-details/135d124172a0bea3,Rafael Alves,http://www.ufcstats.com/fighter-details/029afd138865d20a,1.0
2343,Charles Oliveira,http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Michael Chandler,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b,1.0
2344,Tony Ferguson,http://www.ufcstats.com/fighter-details/22a92d7f62195791,Beneil Dariush,http://www.ufcstats.com/fighter-details/08af939f41b5a57b,0.0
2345,Rogerio Bontorin,http://www.ufcstats.com/fighter-details/07a2bdaa0afdd831,Matt Schnell,http://www.ufcstats.com/fighter-details/67c1d46f4ed16f9e,0.0
2346,Katlyn Cerminara,http://www.ufcstats.com/fighter-details/e872e9a9a902c045,Viviane Araujo,http://www.ufcstats.com/fighter-details/36541f1e6c5d4955,1.0
2347,Shane Burgos,http://www.ufcstats.com/fighter-details/98d961097baaf308,Edson Barboza,http://www.ufcstats.com/fighter-details/64a50dad704d1d49,0.0
2348,Jacare Souza,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f,Andre Muniz,http://www.ufcstats.com/fighter-details/886264a0c9f4ea5e,0.0
2349,Mike Grundy,http://www.ufcstats.com/fighter-details/56fcb2c4d99f9d1b,Lando Vannata,http://www.ufcstats.com/fighter-details/f9b200db02b488d9,0.0
2350,Jordan Wright,http://www.ufcstats.com/fighter-details/c878270af633eb11,Jamie Pickett,http://www.ufcstats.com/fighter-details/830f60497fab345a,1.0
2351,Andrea Lee,http://www.ufcstats.com/fighter-details/05fa626cb33d15b8,Antonina Shevchenko,http://www.ufcstats.com/fighter-details/d7338bcb141abd2c,1.0
2352,Priscila Cachoeira,http://www.ufcstats.com/fighter-details/b1e5bcaad32a3cac,Gina Mazany,http://www.ufcstats.com/fighter-details/016a8d958883167c,1.0
2353,Kevin Aguilar,http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,Tucker Lutz,http://www.ufcstats.com/fighter-details/7832f2f62f04178f,0.0
2354,Sean Soriano,http://www.ufcstats.com/fighter-details/bd5403efbaa445c0,Christos Giagos,http://www.ufcstats.com/fighter-details/de45aaae23dfa392,0.0
2355,Marina Rodriguez,http://www.ufcstats.com/fighter-details/cd2c4d30c6e13b47,Michelle Waterson-Gomez,http://www.ufcstats.com/fighter-details/eb04b9d31e938edb,1.0
2356,Alex Morono,http://www.ufcstats.com/fighter-details/cdb96af67d096b1e,Donald Cerrone,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,1.0
2357,Geoff Neal,http://www.ufcstats.com/fighter-details/b997be68943010fc,Neil Magny,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,0.0
2358,Marcos Rogerio de Lima,http://www.ufcstats.com/fighter-details/ab943cd2c3c17825,Maurice Greene,http://www.ufcstats.com/fighter-details/068f8a189a47fea6,1.0
2359,Diego Ferreira,http://www.ufcstats.com/fighter-details/f53d4f21d1b5f2dc,Gregor Gillespie,http://www.ufcstats.com/fighter-details/84ff027394f7e470,0.0
2360,Phil Hawes,http://www.ufcstats.com/fighter-details/547afe1017e72dbe,Kyle Daukaus,http://www.ufcstats.com/fighter-details/d6c0cdd7e467c440,1.0
2361,Ludovit Klein,http://www.ufcstats.com/fighter-details/5b86d491d63890c5,Michael Trizano,http://www.ufcstats.com/fighter-details/5bf31a46becc1204,0.0
2362,Tafon Nchukwi,http://www.ufcstats.com/fighter-details/6aae253467e8f9ce,JunYong Park,http://www.ufcstats.com/fighter-details/285ae0b4a68221f4,0.0
2363,Carlston Harris,http://www.ufcstats.com/fighter-details/a53d30163304aa6e,Christian Aguilera,http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4,1.0
2364,Dominick Reyes,http://www.ufcstats.com/fighter-details/2e19380f34871c6a,Jiri Prochazka,http://www.ufcstats.com/fighter-details/009341ed974bad72,0.0
2365,Cub Swanson,http://www.ufcstats.com/fighter-details/d247691a6c0e9034,Giga Chikadze,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7,0.0
2366,Dustin Jacoby,http://www.ufcstats.com/fighter-details/e4277e87a789d687,Ion Cutelaba,http://www.ufcstats.com/fighter-details/cd13728ae1151f46,0.0
2367,Sean Strickland,http://www.ufcstats.com/fighter-details/0d8011111be000b2,Krzysztof Jotko,http://www.ufcstats.com/fighter-details/4e06913c91da5200,1.0
2368,Merab Dvalishvili,http://www.ufcstats.com/fighter-details/c03520b5c88ed6b4,Cody Stamann,http://www.ufcstats.com/fighter-details/bf7ad5628363eec9,1.0
2369,Randa Markos,http://www.ufcstats.com/fighter-details/4a57ebb14315b251,Luana Pinheiro,http://www.ufcstats.com/fighter-details/a3a542074109b347,0.0
2370,Kai Kamaka,http://www.ufcstats.com/fighter-details/eee0ef3e2b14816b,TJ Brown,http://www.ufcstats.com/fighter-details/d31cbcdd7d69536d,0.0
2371,Poliana Botelho,http://www.ufcstats.com/fighter-details/5c126c6aac3ef364,Luana Carolina,http://www.ufcstats.com/fighter-details/528b071cf3da7c56,0.0
2372,Loma Lookboonmee,http://www.ufcstats.com/fighter-details/4e30e4250cb08b61,Sam Hughes,http://www.ufcstats.com/fighter-details/e94085e821bd81de,1.0
2373,KB Bhullar,http://www.ufcstats.com/fighter-details/9cd047a828dd7515,Andreas Michailidis,http://www.ufcstats.com/fighter-details/79325a3c1a5c3bf4,0.0
2374,Felipe Colares,http://www.ufcstats.com/fighter-details/dbac0a413af64bbe,Luke Sanders,http://www.ufcstats.com/fighter-details/96428b9e9bd048ea,1.0
2375,Jorge Masvidal,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,0.0
2376,Zhang Weili,http://www.ufcstats.com/fighter-details/1ebe20ebbfa15e29,Rose Namajunas,http://www.ufcstats.com/fighter-details/47b63240018d5d86,0.0
2377,Jessica Andrade,http://www.ufcstats.com/fighter-details/6a1901c62ab3870f,Valentina Shevchenko,http://www.ufcstats.com/fighter-details/132deb59abae64b1,0.0
2378,Uriah Hall,http://www.ufcstats.com/fighter-details/65578a75fa7900e3,Chris Weidman,http://www.ufcstats.com/fighter-details/3a8176e15b9887c1,1.0
2379,Jimmy Crute,http://www.ufcstats.com/fighter-details/70e1f8a821b72c8b,Anthony Smith,http://www.ufcstats.com/fighter-details/d4c9dcd330403612,0.0
2380,Randy Brown,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,Alex Oliveira,http://www.ufcstats.com/fighter-details/57b10fca4f9c9a7a,1.0
2381,Stefan Sekulic,http://www.ufcstats.com/fighter-details/348dff4e03bd18c6,Dwight Grant,http://www.ufcstats.com/fighter-details/8be158ca1e5ea6a0,0.0
2382,Karl Roberson,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5,Brendan Allen,http://www.ufcstats.com/fighter-details/2f181c0467965b98,0.0
2383,Pat Sabatini,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d,Tristan Connelly,http://www.ufcstats.com/fighter-details/2ebfbe72ed703925,1.0
2384,Batgerel Danaa,http://www.ufcstats.com/fighter-details/3b0a516d2921e0d6,Kevin Natividad,http://www.ufcstats.com/fighter-details/0c258d1d8e16e5f1,1.0
2385,Kazula Vargas,http://www.ufcstats.com/fighter-details/ec18eb918121787c,Rongzhu,http://www.ufcstats.com/fighter-details/a13d755965a4ec9f,1.0
2386,Jeff Molina,http://www.ufcstats.com/fighter-details/008ea710276c9606,Aoriqileng,http://www.ufcstats.com/fighter-details/7d420039bbfe7c1a,1.0
2387,Ariane Carnelossi,http://www.ufcstats.com/fighter-details/c0d5c0c95c59050b,Liang Na,http://www.ufcstats.com/fighter-details/ec0dcceace7d25a3,1.0
2388,Robert Whittaker,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce,Kelvin Gastelum,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,1.0
2389,Andrei Arlovski,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,Chase Sherman,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c,1.0
2390,Abdul Razak Alhassan,http://www.ufcstats.com/fighter-details/eae431e70064e046,Jacob Malkoun,http://www.ufcstats.com/fighter-details/d4270315cbcf2569,0.0
2391,Tracy Cortez,http://www.ufcstats.com/fighter-details/68d4a891e5cf2029,Justine Kish,http://www.ufcstats.com/fighter-details/928ae2e5b5f7a9ec,1.0
2392,Luis Pena,http://www.ufcstats.com/fighter-details/2844b047183a1adb,Alexander Munoz,http://www.ufcstats.com/fighter-details/f8f1ec513bcfef43,1.0
2393,Juan Espino,http://www.ufcstats.com/fighter-details/ccf5dc41417e9daf,Alexandr Romanov,http://www.ufcstats.com/fighter-details/c0badf3243907e59,0.0
2394,Loopy Godinez,http://www.ufcstats.com/fighter-details/8e5d953bdb9ae5e7,Jessica Penne,http://www.ufcstats.com/fighter-details/c742287ed86a09bc,0.0
2395,Bartosz Fabinski,http://www.ufcstats.com/fighter-details/e17ac6410c8377f4,Gerald Meerschaert,http://www.ufcstats.com/fighter-details/6ac9bc2953c47345,0.0
2396,Dakota Bush,http://www.ufcstats.com/fighter-details/3033c1c080672475,Austin Hubbard,http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed,0.0
2397,Anthony Birchak,http://www.ufcstats.com/fighter-details/c5a126ace82a6025,Tony Gravely,http://www.ufcstats.com/fighter-details/601964f9654f911a,0.0
2398,Kevin Holland,http://www.ufcstats.com/fighter-details/3a46b268013afede,Marvin Vettori,http://www.ufcstats.com/fighter-details/7acbb0972e75281a,0.0
2399,Arnold Allen,http://www.ufcstats.com/fighter-details/040a74bb0a465c54,Sodiq Yusuff,http://www.ufcstats.com/fighter-details/94426bb170c88115,1.0
2400,Sam Alvey,http://www.ufcstats.com/fighter-details/d156513a19acf856,Julian Marquez,http://www.ufcstats.com/fighter-details/d0e1b42d41dab603,0.0
2401,Nina Nunes,http://www.ufcstats.com/fighter-details/d343df8ba11f4c4e,Mackenzie Dern,http://www.ufcstats.com/fighter-details/7447e9f28508106a,0.0
2402,Daniel Rodriguez,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6,Mike Perry,http://www.ufcstats.com/fighter-details/f2b6fdb20675b11c,1.0
2403,Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16,Joe Solecki,http://www.ufcstats.com/fighter-details/af65aa688d13eedf,0.0
2404,Scott Holtzman,http://www.ufcstats.com/fighter-details/df1eb4354d18a906,Mateusz Gamrot,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece,0.0
2405,John Makdessi,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c,Ignacio Bahamondes,http://www.ufcstats.com/fighter-details/e4a47b07044ddd72,1.0
2406,Yorgan De Castro,http://www.ufcstats.com/fighter-details/1eff7bc0f815b270,Jarjis Danho,http://www.ufcstats.com/fighter-details/8614b7134913f5d5,0.0
2407,Hunter Azure,http://www.ufcstats.com/fighter-details/2af2f2e26c4c0402,Jack Shore,http://www.ufcstats.com/fighter-details/b8a85389d115e35a,0.0
2408,Jordan Griffin,http://www.ufcstats.com/fighter-details/ebef46976554f975,Luis Saldana,http://www.ufcstats.com/fighter-details/12e0fdc606f7e274,0.0
2409,Da Woon Jung,http://www.ufcstats.com/fighter-details/74f9448b97bf8bec,William Knight,http://www.ufcstats.com/fighter-details/5da33b8fbfa5ee95,1.0
2410,Impa Kasanganay,http://www.ufcstats.com/fighter-details/257b0c8d6f199895,Sasha Palatnikov,http://www.ufcstats.com/fighter-details/a6c20202c701e5ca,1.0
2411,Stipe Miocic,http://www.ufcstats.com/fighter-details/d28dee5c705991df,Francis Ngannou,http://www.ufcstats.com/fighter-details/8d03ce87ca14e778,0.0
2412,Tyron Woodley,http://www.ufcstats.com/fighter-details/effd9de9937996f8,Vicente Luque,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a,0.0
2413,Thomas Almeida,http://www.ufcstats.com/fighter-details/2b074403b7c6cdb4,Sean O'Malley,http://www.ufcstats.com/fighter-details/b50a426a33da0012,0.0
2414,Miranda Maverick,http://www.ufcstats.com/fighter-details/f29a6350c69f4a33,Gillian Robertson,http://www.ufcstats.com/fighter-details/38c7f72747f4f712,1.0
2415,Khama Worthy,http://www.ufcstats.com/fighter-details/78e501478a36a018,Jamie Mullarkey,http://www.ufcstats.com/fighter-details/af9f42e6894047fc,0.0
2416,Fabio Cherant,http://www.ufcstats.com/fighter-details/78a68f1dade6aaf7,Alonzo Menifield,http://www.ufcstats.com/fighter-details/a495f599e787614f,0.0
2417,Abubakar Nurmagomedov,http://www.ufcstats.com/fighter-details/029e1293e609fd74,Jared Gooden,http://www.ufcstats.com/fighter-details/c730a0be691dc081,1.0
2418,Modestas Bukauskas,http://www.ufcstats.com/fighter-details/476fe566d2df676e,Michal Oleksiejczuk,http://www.ufcstats.com/fighter-details/0d65c432720accb9,0.0
2419,Omar Morales,http://www.ufcstats.com/fighter-details/a0e6753c42698f13,Shane Young,http://www.ufcstats.com/fighter-details/4cd8b03aee1d0138,1.0
2420,Marc-Andre Barriault,http://www.ufcstats.com/fighter-details/8e9eb3fc86db0f7d,Abu Azaitar,http://www.ufcstats.com/fighter-details/46d0a888d87d91ac,1.0
2421,Derek Brunson,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322,Kevin Holland,http://www.ufcstats.com/fighter-details/3a46b268013afede,1.0
2422,Song Kenan,http://www.ufcstats.com/fighter-details/32490e80ddab1e5a,Max Griffin,http://www.ufcstats.com/fighter-details/b0d6a1d8ac3d563d,0.0
2423,Cheyanne Vlismas,http://www.ufcstats.com/fighter-details/4959f10a62f3fec3,Montserrat Conejo Ruiz,http://www.ufcstats.com/fighter-details/1235b31de15d0c6e,0.0
2424,Adrian Yanez,http://www.ufcstats.com/fighter-details/0232cabbc30a2372,Gustavo Lopez,http://www.ufcstats.com/fighter-details/93b62c5f2ba18e51,1.0
2425,Tai Tuivasa,http://www.ufcstats.com/fighter-details/c62fbc117d57b943,Harry Hunsucker,http://www.ufcstats.com/fighter-details/f703250471acaf96,1.0
2426,Marion Reneau,http://www.ufcstats.com/fighter-details/c7d297714d9ab1a4,Macy Chiasson,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b,0.0
2427,Grant Dawson,http://www.ufcstats.com/fighter-details/99bd51917728c25d,Leonardo Santos,http://www.ufcstats.com/fighter-details/9c65736747ca92ec,1.0
2428,Roman Dolidze,http://www.ufcstats.com/fighter-details/327d5f279895110d,Trevin Giles,http://www.ufcstats.com/fighter-details/b27a1fcb56a3035a,0.0
2429,Montel Jackson,http://www.ufcstats.com/fighter-details/cc1a8b4b38b92c6d,Jesse Strader,http://www.ufcstats.com/fighter-details/8c39367b53eadf8a,1.0
2430,Bruno Silva,http://www.ufcstats.com/fighter-details/294aa73dbf37d281,JP Buys,http://www.ufcstats.com/fighter-details/0b362247806341e5,1.0
2431,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,Leon Edwards,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,0.0
2432,Ryan Spann,http://www.ufcstats.com/fighter-details/a67f5afa8d6a1b80,Misha Cirkunov,http://www.ufcstats.com/fighter-details/67f272324a030d00,1.0
2433,Gavin Tucker,http://www.ufcstats.com/fighter-details/da816417a579a0bd,Dan Ige,http://www.ufcstats.com/fighter-details/82a5152216251682,0.0
2434,Davey Grant,http://www.ufcstats.com/fighter-details/113df4fde64735c6,Jonathan Martinez,http://www.ufcstats.com/fighter-details/f2477cf43c4975cc,1.0
2435,Matheus Nicolau,http://www.ufcstats.com/fighter-details/1a31ef98efce7a79,Manel Kape,http://www.ufcstats.com/fighter-details/5d1b7e3dd9e11074,1.0
2436,Darren Stewart,http://www.ufcstats.com/fighter-details/a17ad5a5048e8c3f,Eryk Anders,http://www.ufcstats.com/fighter-details/cad24459b28592ca,0.0
2437,Angela Hill,http://www.ufcstats.com/fighter-details/f0feeb2192937424,Ashley Yoder,http://www.ufcstats.com/fighter-details/b4c6c904a9ffc5e8,1.0
2438,Charles Jourdain,http://www.ufcstats.com/fighter-details/f1d64ae34e088832,Marcelo Rojo,http://www.ufcstats.com/fighter-details/2804ce8dadab5770,1.0
2439,Ray Rodriguez,http://www.ufcstats.com/fighter-details/90e0985df05e51bc,Rani Yahya,http://www.ufcstats.com/fighter-details/94527830000ab715,0.0
2440,Rafa Garcia,http://www.ufcstats.com/fighter-details/e132d47bd9efbbe0,Nasrat Haqparast,http://www.ufcstats.com/fighter-details/b7b84ccd221be298,0.0
2441,Cortney Casey,http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6,JJ Aldrich,http://www.ufcstats.com/fighter-details/6fd953151d981979,0.0
2442,Jinh Yu Frey,http://www.ufcstats.com/fighter-details/d05cb1e8d1b885d8,Gloria de Paula,http://www.ufcstats.com/fighter-details/5dd180c8b3196786,1.0
2443,Jason Witt,http://www.ufcstats.com/fighter-details/5f3805dda9661cba,Matthew Semelsberger,http://www.ufcstats.com/fighter-details/4aa58269d0664b5b,0.0
2444,Israel Adesanya,http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,Jan Blachowicz,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8,0.0
2445,Amanda Nunes,http://www.ufcstats.com/fighter-details/80fa8218c99f9c58,Megan Anderson,http://www.ufcstats.com/fighter-details/a0e75f4a13eb73f1,1.0
2446,Petr Yan,http://www.ufcstats.com/fighter-details/d661ce4da776fc20,Aljamain Sterling,http://www.ufcstats.com/fighter-details/cb696ebfb6598724,0.0
2447,Drew Dober,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75,Islam Makhachev,http://www.ufcstats.com/fighter-details/275aca31f61ba28c,0.0
2448,Thiago Santos,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281,Aleksandar Rakic,http://www.ufcstats.com/fighter-details/333b9e5c723ac873,0.0
2449,Dominick Cruz,http://www.ufcstats.com/fighter-details/10f3ba6cd2f44a97,Casey Kenney,http://www.ufcstats.com/fighter-details/e7bba7ce4d6c7b07,1.0
2450,Song Yadong,http://www.ufcstats.com/fighter-details/efb96bf3e9ada36f,Kyler Phillips,http://www.ufcstats.com/fighter-details/60425d07ef4b91a7,0.0
2451,Askar Askarov,http://www.ufcstats.com/fighter-details/b1d19449397541dc,Joseph Benavidez,http://www.ufcstats.com/fighter-details/80eacd4da0617c57,1.0
