,winner,winner_url,looser,looser_url,outcome
8011,Gideon Ray,http://www.ufcstats.com/fighter-details/ea3ef6206c7907d5,David Loiseau,http://www.ufcstats.com/fighter-details/22e47b53e4ceb27c,0.0
8012,Chris Lytle,http://www.ufcstats.com/fighter-details/91acd6910b802a9e,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,0.0
8013,Drew Fickett,http://www.ufcstats.com/fighter-details/d814f5192e58fb2f,Nick Diaz,http://www.ufcstats.com/fighter-details/f57a8a52ca401ed9,0.0
8014,Patrick Cote,http://www.ufcstats.com/fighter-details/9fa3bd637edd9aa2,Tito Ortiz,http://www.ufcstats.com/fighter-details/2f732dd9210d301f,0.0
8015,Rich Franklin,http://www.ufcstats.com/fighter-details/d897897060f10a3a,Jorge Rivera,http://www.ufcstats.com/fighter-details/cb46dface0e28a2c,1.0
8016,Georges St-Pierre,http://www.ufcstats.com/fighter-details/6506c1d34da9c013,Matt Hughes,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,0.0
8017,Renato Verissimo,http://www.ufcstats.com/fighter-details/c24b1db4b809d41b,Frank Trigg,http://www.ufcstats.com/fighter-details/d2d37e8eeb3abc8d,0.0
8018,Evan Tanner,http://www.ufcstats.com/fighter-details/8f2d9ee27f206f1f,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,1.0
8019,Tony Fryklund,http://www.ufcstats.com/fighter-details/253de74457bd6374,Ivan Salaverry,http://www.ufcstats.com/fighter-details/394f55ebca199124,0.0
8020,Marvin Eastman,http://www.ufcstats.com/fighter-details/05866d8c3a321856,Travis Lutter,http://www.ufcstats.com/fighter-details/622f015c81a9b13a,0.0
8021,Randy Couture,http://www.ufcstats.com/fighter-details/0aa92558424ced9e,Vitor Belfort,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0,1.0
8022,Joe Doerksen,http://www.ufcstats.com/fighter-details/dbaaf42313af90fa,Joe Riggs,http://www.ufcstats.com/fighter-details/d512d9f204059f57,0.0
8023,Vernon White,http://www.ufcstats.com/fighter-details/12458872d6afae1b,Chuck Liddell,http://www.ufcstats.com/fighter-details/a390eb8a9b2df298,0.0
8024,David Terrell,http://www.ufcstats.com/fighter-details/4123fd4dcc1fe937,Matt Lindland,http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,1.0
8025,Mike Kyle,http://www.ufcstats.com/fighter-details/56b8b24f65f9f057,Justin Eilers,http://www.ufcstats.com/fighter-details/27fc9218a3653e3c,0.0
8026,Ronald Jhun,http://www.ufcstats.com/fighter-details/b9e871af730f826c,Chris Lytle,http://www.ufcstats.com/fighter-details/91acd6910b802a9e,0.0
8027,Nick Diaz,http://www.ufcstats.com/fighter-details/f57a8a52ca401ed9,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,0.0
8028,Yves Edwards,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,Josh Thomson,http://www.ufcstats.com/fighter-details/a566371ba2ad7152,1.0
8029,Kimo Leopoldo,http://www.ufcstats.com/fighter-details/08ae5cd9aef7ddd3,Ken Shamrock,http://www.ufcstats.com/fighter-details/63b65af1c5cb02cb,0.0
8030,Frank Trigg,http://www.ufcstats.com/fighter-details/d2d37e8eeb3abc8d,Dennis Hallman,http://www.ufcstats.com/fighter-details/8a8a84b743ae7699,1.0
8031,Tim Sylvia,http://www.ufcstats.com/fighter-details/2a542ee8a8b83559,Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,0.0
8032,Matt Hughes,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,Renato Verissimo,http://www.ufcstats.com/fighter-details/c24b1db4b809d41b,1.0
8033,Evan Tanner,http://www.ufcstats.com/fighter-details/8f2d9ee27f206f1f,Phil Baroni,http://www.ufcstats.com/fighter-details/1652f3213655b935,1.0
8034,Ivan Menjivar,http://www.ufcstats.com/fighter-details/5755960ebd0b16f6,Matt Serra,http://www.ufcstats.com/fighter-details/86dfed7cc24a9fa7,0.0
8035,Georges St-Pierre,http://www.ufcstats.com/fighter-details/6506c1d34da9c013,Jay Hieron,http://www.ufcstats.com/fighter-details/5bb0a618ad03ac64,1.0
8036,Curtis Stout,http://www.ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,Trevor Prangley,http://www.ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,0.0
8037,Chuck Liddell,http://www.ufcstats.com/fighter-details/a390eb8a9b2df298,Tito Ortiz,http://www.ufcstats.com/fighter-details/2f732dd9210d301f,1.0
8038,Chris Lytle,http://www.ufcstats.com/fighter-details/91acd6910b802a9e,Tiki Ghosn,http://www.ufcstats.com/fighter-details/cb6783c39c01d896,1.0
8039,Hermes Franca,http://www.ufcstats.com/fighter-details/e0ec3c3b6b611f7e,Yves Edwards,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,0.0
8040,Wesley Correira,http://www.ufcstats.com/fighter-details/4e9fb05d7e5e61b8,Andrei Arlovski,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,0.0
8041,Nick Diaz,http://www.ufcstats.com/fighter-details/f57a8a52ca401ed9,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,1.0
8042,Mike Kyle,http://www.ufcstats.com/fighter-details/56b8b24f65f9f057,Wes Sims,http://www.ufcstats.com/fighter-details/e0f7c4f3f67bc808,1.0
8043,Wade Shipp,http://www.ufcstats.com/fighter-details/a9a314cc77d90b6e,Jonathan Wiezorek,http://www.ufcstats.com/fighter-details/60884f31ead1609c,0.0
8044,Genki Sudo,http://www.ufcstats.com/fighter-details/99dd0147dc4ef80c,Mike Brown,http://www.ufcstats.com/fighter-details/e0b74df14f52cd15,1.0
8045,Vitor Belfort,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0,Randy Couture,http://www.ufcstats.com/fighter-details/0aa92558424ced9e,1.0
8046,Renato Verissimo,http://www.ufcstats.com/fighter-details/c24b1db4b809d41b,Carlos Newton,http://www.ufcstats.com/fighter-details/952f6fa06f25a0ec,1.0
8047,Matt Hughes,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,0.0
8048,Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,Wes Sims,http://www.ufcstats.com/fighter-details/e0f7c4f3f67bc808,1.0
8049,Lee Murray,http://www.ufcstats.com/fighter-details/32016899d0a222a3,Jorge Rivera,http://www.ufcstats.com/fighter-details/cb46dface0e28a2c,1.0
8050,Georges St-Pierre,http://www.ufcstats.com/fighter-details/6506c1d34da9c013,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,1.0
8051,Hermes Franca,http://www.ufcstats.com/fighter-details/e0ec3c3b6b611f7e,Josh Thomson,http://www.ufcstats.com/fighter-details/a566371ba2ad7152,0.0
8052,Matt Serra,http://www.ufcstats.com/fighter-details/86dfed7cc24a9fa7,Jeff Curran,http://www.ufcstats.com/fighter-details/a8ea84cbe1655f0a,1.0
8053,Matt Hughes,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,Frank Trigg,http://www.ufcstats.com/fighter-details/d2d37e8eeb3abc8d,1.0
8054,Matt Lindland,http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,Falaniko Vitale,http://www.ufcstats.com/fighter-details/445a98acb8985970,1.0
8055,David Abbott,http://www.ufcstats.com/fighter-details/b361180739bed4b0,Wesley Correira,http://www.ufcstats.com/fighter-details/4e9fb05d7e5e61b8,0.0
8056,Phil Baroni,http://www.ufcstats.com/fighter-details/1652f3213655b935,Evan Tanner,http://www.ufcstats.com/fighter-details/8f2d9ee27f206f1f,0.0
8057,Chris Lytle,http://www.ufcstats.com/fighter-details/91acd6910b802a9e,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,0.0
8058,Ricco Rodriguez,http://www.ufcstats.com/fighter-details/50cc91ce2982785d,Pedro Rizzo,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,0.0
8059,Chris Liguori,http://www.ufcstats.com/fighter-details/0e31bfd26cc8c503,Keith Rockel,http://www.ufcstats.com/fighter-details/c75b99887c8c3f5a,0.0
8060,Nick Agallar,http://www.ufcstats.com/fighter-details/ebc5af72ad5a28cb,Yves Edwards,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,0.0
8061,Randy Couture,http://www.ufcstats.com/fighter-details/0aa92558424ced9e,Tito Ortiz,http://www.ufcstats.com/fighter-details/2f732dd9210d301f,1.0
8062,Vladimir Matyushenko,http://www.ufcstats.com/fighter-details/ccdd90bd1fc7dab6,Andrei Arlovski,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,0.0
8063,Tim Sylvia,http://www.ufcstats.com/fighter-details/2a542ee8a8b83559,Gan McGee,http://www.ufcstats.com/fighter-details/d90b630e0561818b,1.0
8064,David Loiseau,http://www.ufcstats.com/fighter-details/22e47b53e4ceb27c,Jorge Rivera,http://www.ufcstats.com/fighter-details/cb46dface0e28a2c,0.0
8065,Edwin DeWees,http://www.ufcstats.com/fighter-details/75bbd2206a15319f,Rich Franklin,http://www.ufcstats.com/fighter-details/d897897060f10a3a,0.0
8066,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,Dave Strasser,http://www.ufcstats.com/fighter-details/980b4e712489098e,1.0
8067,Gerald Strebendt,http://www.ufcstats.com/fighter-details/04f9fe830cf13482,Josh Thomson,http://www.ufcstats.com/fighter-details/a566371ba2ad7152,0.0
8068,Nick Diaz,http://www.ufcstats.com/fighter-details/f57a8a52ca401ed9,Jeremy Jackson,http://www.ufcstats.com/fighter-details/ad32471f01e7b1a5,1.0
8069,Caol Uno,http://www.ufcstats.com/fighter-details/eb1723480fa2f96c,Hermes Franca,http://www.ufcstats.com/fighter-details/e0ec3c3b6b611f7e,0.0
8070,Chuck Liddell,http://www.ufcstats.com/fighter-details/a390eb8a9b2df298,Randy Couture,http://www.ufcstats.com/fighter-details/0aa92558424ced9e,0.0
8071,Kimo Leopoldo,http://www.ufcstats.com/fighter-details/08ae5cd9aef7ddd3,David Abbott,http://www.ufcstats.com/fighter-details/b361180739bed4b0,1.0
8072,Marvin Eastman,http://www.ufcstats.com/fighter-details/05866d8c3a321856,Vitor Belfort,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0,0.0
8073,Vernon White,http://www.ufcstats.com/fighter-details/12458872d6afae1b,Ian Freeman,http://www.ufcstats.com/fighter-details/b4bc2e3353a770b5,1.0
8074,Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,Wes Sims,http://www.ufcstats.com/fighter-details/e0f7c4f3f67bc808,1.0
8075,Eddie Ruiz,http://www.ufcstats.com/fighter-details/7b9aa973e5c04624,Yves Edwards,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,0.0
8076,Falaniko Vitale,http://www.ufcstats.com/fighter-details/445a98acb8985970,Matt Lindland,http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,1.0
8077,Tra Telligman,http://www.ufcstats.com/fighter-details/1dab0d1d81dd06db,Pedro Rizzo,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,0.0
8078,Sean Sherk,http://www.ufcstats.com/fighter-details/029880cdbf5ca089,Matt Hughes,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,0.0
8079,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,Pete Spratt,http://www.ufcstats.com/fighter-details/c3ea8deeba00462b,0.0
8080,Romie Aram,http://www.ufcstats.com/fighter-details/73ef22f25d0f70e2,Dave Strasser,http://www.ufcstats.com/fighter-details/980b4e712489098e,0.0
8081,Sean Alvarez,http://www.ufcstats.com/fighter-details/e741536153227386,Wesley Correira,http://www.ufcstats.com/fighter-details/4e9fb05d7e5e61b8,0.0
8082,Evan Tanner,http://www.ufcstats.com/fighter-details/8f2d9ee27f206f1f,Rich Franklin,http://www.ufcstats.com/fighter-details/d897897060f10a3a,0.0
8083,Duane Ludwig,http://www.ufcstats.com/fighter-details/84ac950d4c1722dd,Genki Sudo,http://www.ufcstats.com/fighter-details/99dd0147dc4ef80c,1.0
8084,Richard Crunkilton,http://www.ufcstats.com/fighter-details/22ee260735da0d58,Hermes Franca,http://www.ufcstats.com/fighter-details/e0ec3c3b6b611f7e,0.0
8085,Mark Weir,http://www.ufcstats.com/fighter-details/9ccdd2ce45903f34,David Loiseau,http://www.ufcstats.com/fighter-details/22e47b53e4ceb27c,0.0
8086,Tim Sylvia,http://www.ufcstats.com/fighter-details/2a542ee8a8b83559,Ricco Rodriguez,http://www.ufcstats.com/fighter-details/50cc91ce2982785d,1.0
8087,Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,David Abbott,http://www.ufcstats.com/fighter-details/b361180739bed4b0,1.0
8088,Caol Uno,http://www.ufcstats.com/fighter-details/eb1723480fa2f96c,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,0.0
8089,Matt Lindland,http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,Phil Baroni,http://www.ufcstats.com/fighter-details/1652f3213655b935,1.0
8090,Vladimir Matyushenko,http://www.ufcstats.com/fighter-details/ccdd90bd1fc7dab6,Pedro Rizzo,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,1.0
8091,Din Thomas,http://www.ufcstats.com/fighter-details/40a604761ca7d64d,Matt Serra,http://www.ufcstats.com/fighter-details/86dfed7cc24a9fa7,1.0
8092,Alexandre Dantas,http://www.ufcstats.com/fighter-details/8dc46e9a7895ce1a,Gan McGee,http://www.ufcstats.com/fighter-details/d90b630e0561818b,0.0
8093,Yves Edwards,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,Rich Clementi,http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2,1.0
8094,Ken Shamrock,http://www.ufcstats.com/fighter-details/63b65af1c5cb02cb,Tito Ortiz,http://www.ufcstats.com/fighter-details/2f732dd9210d301f,0.0
8095,Chuck Liddell,http://www.ufcstats.com/fighter-details/a390eb8a9b2df298,Renato Sobral,http://www.ufcstats.com/fighter-details/d468288756ae3982,1.0
8096,Gil Castillo,http://www.ufcstats.com/fighter-details/31ceaf0e670c1578,Matt Hughes,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,0.0
8097,Pete Spratt,http://www.ufcstats.com/fighter-details/c3ea8deeba00462b,Carlos Newton,http://www.ufcstats.com/fighter-details/952f6fa06f25a0ec,0.0
8098,Tiki Ghosn,http://www.ufcstats.com/fighter-details/cb6783c39c01d896,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,0.0
8099,Ian Freeman,http://www.ufcstats.com/fighter-details/b4bc2e3353a770b5,Andrei Arlovski,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,0.0
8100,Travis Wiuff,http://www.ufcstats.com/fighter-details/7f9f528cb72a6ed1,Vladimir Matyushenko,http://www.ufcstats.com/fighter-details/ccdd90bd1fc7dab6,0.0
8101,Phillip Miller,http://www.ufcstats.com/fighter-details/18aecaf50f52e4c3,Mark Weir,http://www.ufcstats.com/fighter-details/9ccdd2ce45903f34,1.0
8102,Ricco Rodriguez,http://www.ufcstats.com/fighter-details/50cc91ce2982785d,Randy Couture,http://www.ufcstats.com/fighter-details/0aa92558424ced9e,1.0
8103,Tim Sylvia,http://www.ufcstats.com/fighter-details/2a542ee8a8b83559,Wesley Correira,http://www.ufcstats.com/fighter-details/4e9fb05d7e5e61b8,1.0
8104,Matt Serra,http://www.ufcstats.com/fighter-details/86dfed7cc24a9fa7,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,0.0
8105,Caol Uno,http://www.ufcstats.com/fighter-details/eb1723480fa2f96c,Din Thomas,http://www.ufcstats.com/fighter-details/40a604761ca7d64d,1.0
8106,Gan McGee,http://www.ufcstats.com/fighter-details/d90b630e0561818b,Pedro Rizzo,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,1.0
8107,Phil Baroni,http://www.ufcstats.com/fighter-details/1652f3213655b935,Dave Menne,http://www.ufcstats.com/fighter-details/275cafc9de131c83,1.0
8108,Matt Lindland,http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,Ivan Salaverry,http://www.ufcstats.com/fighter-details/394f55ebca199124,1.0
8109,Benji Radach,http://www.ufcstats.com/fighter-details/01b39decaf0abf6a,Sean Sherk,http://www.ufcstats.com/fighter-details/029880cdbf5ca089,0.0
8110,Carlos Newton,http://www.ufcstats.com/fighter-details/952f6fa06f25a0ec,Matt Hughes,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,0.0
8111,Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,Ian Freeman,http://www.ufcstats.com/fighter-details/b4bc2e3353a770b5,0.0
8112,Eugene Jackson,http://www.ufcstats.com/fighter-details/ce783bf73b5131f9,Mark Weir,http://www.ufcstats.com/fighter-details/9ccdd2ce45903f34,0.0
8113,Genki Sudo,http://www.ufcstats.com/fighter-details/99dd0147dc4ef80c,Leigh Remedios,http://www.ufcstats.com/fighter-details/918db42c3637916f,1.0
8114,James Zikic,http://www.ufcstats.com/fighter-details/4b4fc3ddc307bc73,Phillip Miller,http://www.ufcstats.com/fighter-details/18aecaf50f52e4c3,0.0
8115,Elvis Sinosic,http://www.ufcstats.com/fighter-details/817e0bdf08efce2e,Renato Sobral,http://www.ufcstats.com/fighter-details/d468288756ae3982,0.0
8116,Evan Tanner,http://www.ufcstats.com/fighter-details/8f2d9ee27f206f1f,Chris Haseman,http://www.ufcstats.com/fighter-details/5bd533d50c8e7b8a,1.0
8117,Chuck Liddell,http://www.ufcstats.com/fighter-details/a390eb8a9b2df298,Vitor Belfort,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0,1.0
8118,Nick Serra,http://www.ufcstats.com/fighter-details/1975c2272ba40e71,Benji Radach,http://www.ufcstats.com/fighter-details/01b39decaf0abf6a,0.0
8119,Pete Spratt,http://www.ufcstats.com/fighter-details/c3ea8deeba00462b,Zach Light,http://www.ufcstats.com/fighter-details/5d7c18191b8aa432,1.0
8120,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,Steve Berger,http://www.ufcstats.com/fighter-details/21b1132949f2a9b0,1.0
8121,Rodrigo Ruas,http://www.ufcstats.com/fighter-details/94070f6544c4b2a5,Tony Fryklund,http://www.ufcstats.com/fighter-details/253de74457bd6374,0.0
8122,Joao Pierini,http://www.ufcstats.com/fighter-details/9a967e8e43dcef63,Yves Edwards,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,0.0
8123,Matt Lindland,http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,Murilo Bustamante,http://www.ufcstats.com/fighter-details/85d905f7c4f5a1af,0.0
8124,Ricco Rodriguez,http://www.ufcstats.com/fighter-details/50cc91ce2982785d,Tsuyoshi Kohsaka,http://www.ufcstats.com/fighter-details/b76ed59283d3559c,1.0
8125,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,Paul Creighton,http://www.ufcstats.com/fighter-details/ed73c85164a5f5a4,1.0
8126,Amar Suloev,http://www.ufcstats.com/fighter-details/7aa88401f93ce836,Phil Baroni,http://www.ufcstats.com/fighter-details/1652f3213655b935,0.0
8127,Caol Uno,http://www.ufcstats.com/fighter-details/eb1723480fa2f96c,Yves Edwards,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,1.0
8128,Andrei Semenov,http://www.ufcstats.com/fighter-details/5f2f0da6fd6a84fd,Ivan Salaverry,http://www.ufcstats.com/fighter-details/394f55ebca199124,0.0
8129,Steve Berger,http://www.ufcstats.com/fighter-details/21b1132949f2a9b0,Benji Radach,http://www.ufcstats.com/fighter-details/01b39decaf0abf6a,0.0
8130,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,1.0
8131,Josh Barnett,http://www.ufcstats.com/fighter-details/ad3f53c454cbbead,Randy Couture,http://www.ufcstats.com/fighter-details/0aa92558424ced9e,1.0
8132,Pedro Rizzo,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,Andrei Arlovski,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,1.0
8133,Matt Hughes,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,Hayato Sakurai,http://www.ufcstats.com/fighter-details/85e26e2468b4e82f,1.0
8134,Pat Miletich,http://www.ufcstats.com/fighter-details/cedfdf8d423d500c,Matt Lindland,http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,0.0
8135,Evan Tanner,http://www.ufcstats.com/fighter-details/8f2d9ee27f206f1f,Elvis Sinosic,http://www.ufcstats.com/fighter-details/817e0bdf08efce2e,1.0
8136,Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,Pete Williams,http://www.ufcstats.com/fighter-details/6291ac0a3726732f,1.0
8137,Matt Serra,http://www.ufcstats.com/fighter-details/86dfed7cc24a9fa7,Kelly Dullanty,http://www.ufcstats.com/fighter-details/1a225f04aa6e0739,1.0
8138,Jutaro Nakao,http://www.ufcstats.com/fighter-details/95eb112a85601a0a,Sean Sherk,http://www.ufcstats.com/fighter-details/029880cdbf5ca089,0.0
8139,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,Jens Pulver,http://www.ufcstats.com/fighter-details/44260175069b6276,0.0
8140,Jeff Monson,http://www.ufcstats.com/fighter-details/cbfd1d34356a004c,Ricco Rodriguez,http://www.ufcstats.com/fighter-details/50cc91ce2982785d,0.0
8141,Murilo Bustamante,http://www.ufcstats.com/fighter-details/85d905f7c4f5a1af,Dave Menne,http://www.ufcstats.com/fighter-details/275cafc9de131c83,1.0
8142,Chuck Liddell,http://www.ufcstats.com/fighter-details/a390eb8a9b2df298,Amar Suloev,http://www.ufcstats.com/fighter-details/7aa88401f93ce836,1.0
8143,Andrei Semenov,http://www.ufcstats.com/fighter-details/5f2f0da6fd6a84fd,Ricardo Almeida,http://www.ufcstats.com/fighter-details/91186547a7f3f758,1.0
8144,Kevin Randleman,http://www.ufcstats.com/fighter-details/6859f67468ba8489,Renato Sobral,http://www.ufcstats.com/fighter-details/d468288756ae3982,1.0
8145,Gil Castillo,http://www.ufcstats.com/fighter-details/31ceaf0e670c1578,Chris Brennan,http://www.ufcstats.com/fighter-details/b19fc66613dc75b9,1.0
8146,Eugene Jackson,http://www.ufcstats.com/fighter-details/ce783bf73b5131f9,Keith Rockel,http://www.ufcstats.com/fighter-details/c75b99887c8c3f5a,1.0
8147,Randy Couture,http://www.ufcstats.com/fighter-details/0aa92558424ced9e,Pedro Rizzo,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,1.0
8148,Ricco Rodriguez,http://www.ufcstats.com/fighter-details/50cc91ce2982785d,Pete Williams,http://www.ufcstats.com/fighter-details/6291ac0a3726732f,1.0
8149,Carlos Newton,http://www.ufcstats.com/fighter-details/952f6fa06f25a0ec,Matt Hughes,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,0.0
8150,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,Caol Uno,http://www.ufcstats.com/fighter-details/eb1723480fa2f96c,1.0
8151,Josh Barnett,http://www.ufcstats.com/fighter-details/ad3f53c454cbbead,Bobby Hoffman,http://www.ufcstats.com/fighter-details/afaad7d6a581e307,1.0
8152,Evan Tanner,http://www.ufcstats.com/fighter-details/8f2d9ee27f206f1f,Homer Moore,http://www.ufcstats.com/fighter-details/e56df3c1d8b4b1cc,1.0
8153,Matt Lindland,http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,Phil Baroni,http://www.ufcstats.com/fighter-details/1652f3213655b935,1.0
8154,Roberto Traven,http://www.ufcstats.com/fighter-details/20ec0061400178ca,Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,0.0
8155,Tito Ortiz,http://www.ufcstats.com/fighter-details/2f732dd9210d301f,Vladimir Matyushenko,http://www.ufcstats.com/fighter-details/ccdd90bd1fc7dab6,1.0
8156,Dennis Hallman,http://www.ufcstats.com/fighter-details/8a8a84b743ae7699,Jens Pulver,http://www.ufcstats.com/fighter-details/44260175069b6276,0.0
8157,Murilo Bustamante,http://www.ufcstats.com/fighter-details/85d905f7c4f5a1af,Chuck Liddell,http://www.ufcstats.com/fighter-details/a390eb8a9b2df298,0.0
8158,Matt Serra,http://www.ufcstats.com/fighter-details/86dfed7cc24a9fa7,Yves Edwards,http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,1.0
8159,Gil Castillo,http://www.ufcstats.com/fighter-details/31ceaf0e670c1578,Dave Menne,http://www.ufcstats.com/fighter-details/275cafc9de131c83,0.0
8160,Tony DeSouza,http://www.ufcstats.com/fighter-details/6ad9058b7c7898b0,Jutaro Nakao,http://www.ufcstats.com/fighter-details/95eb112a85601a0a,0.0
8161,Ricardo Almeida,http://www.ufcstats.com/fighter-details/91186547a7f3f758,Eugene Jackson,http://www.ufcstats.com/fighter-details/ce783bf73b5131f9,1.0
8162,Fabiano Iha,http://www.ufcstats.com/fighter-details/263ebd4a669e1e98,Din Thomas,http://www.ufcstats.com/fighter-details/40a604761ca7d64d,0.0
8163,Elvis Sinosic,http://www.ufcstats.com/fighter-details/817e0bdf08efce2e,Tito Ortiz,http://www.ufcstats.com/fighter-details/2f732dd9210d301f,0.0
8164,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,Din Thomas,http://www.ufcstats.com/fighter-details/40a604761ca7d64d,1.0
8165,Semmy Schilt,http://www.ufcstats.com/fighter-details/d5ed14b2153c6ed2,Josh Barnett,http://www.ufcstats.com/fighter-details/ad3f53c454cbbead,0.0
8166,Pat Miletich,http://www.ufcstats.com/fighter-details/cedfdf8d423d500c,Shonie Carter,http://www.ufcstats.com/fighter-details/7b6e40a73b567072,1.0
8167,Fabiano Iha,http://www.ufcstats.com/fighter-details/263ebd4a669e1e98,Caol Uno,http://www.ufcstats.com/fighter-details/eb1723480fa2f96c,0.0
8168,Yuki Kondo,http://www.ufcstats.com/fighter-details/1fe7adb23b3eedfb,Vladimir Matyushenko,http://www.ufcstats.com/fighter-details/ccdd90bd1fc7dab6,0.0
8169,Ricco Rodriguez,http://www.ufcstats.com/fighter-details/50cc91ce2982785d,Andrei Arlovski,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,1.0
8170,Paul Rodriguez,http://www.ufcstats.com/fighter-details/26eddcda9d6b2ffe,Tony DeSouza,http://www.ufcstats.com/fighter-details/6ad9058b7c7898b0,0.0
8171,Randy Couture,http://www.ufcstats.com/fighter-details/0aa92558424ced9e,Pedro Rizzo,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,1.0
8172,Pat Miletich,http://www.ufcstats.com/fighter-details/cedfdf8d423d500c,Carlos Newton,http://www.ufcstats.com/fighter-details/952f6fa06f25a0ec,0.0
8173,Chuck Liddell,http://www.ufcstats.com/fighter-details/a390eb8a9b2df298,Kevin Randleman,http://www.ufcstats.com/fighter-details/6859f67468ba8489,1.0
8174,Shonie Carter,http://www.ufcstats.com/fighter-details/7b6e40a73b567072,Matt Serra,http://www.ufcstats.com/fighter-details/86dfed7cc24a9fa7,1.0
8175,Semmy Schilt,http://www.ufcstats.com/fighter-details/d5ed14b2153c6ed2,Pete Williams,http://www.ufcstats.com/fighter-details/6291ac0a3726732f,1.0
8176,Matt Lindland,http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,Ricardo Almeida,http://www.ufcstats.com/fighter-details/91186547a7f3f758,1.0
