,winner,winner_url,looser,looser_url
4457,Alex Morono,http://www.ufcstats.com/fighter-details/cdb96af67d096b1e,James Moontasri,http://www.ufcstats.com/fighter-details/c06a9b48d4132c8e
4458,Josh Emmett,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41,Scott Holtzman,http://www.ufcstats.com/fighter-details/df1eb4354d18a906
4459,Leslie Smith,http://www.ufcstats.com/fighter-details/76984112f697631f,Irene Aldana,http://www.ufcstats.com/fighter-details/578ef12674df1e6a
4460,Eddie Wineland,http://www.ufcstats.com/fighter-details/fc9a9559a05f2704,Takeya Mizugaki,http://www.ufcstats.com/fighter-details/48e093ea1f43a053
4461,Hector Sandoval,http://www.ufcstats.com/fighter-details/449c890bd90f3374,Fredy Serrano,http://www.ufcstats.com/fighter-details/0ccab7c889ede9ea
4462,Sultan Aliev,http://www.ufcstats.com/fighter-details/e70de1859b7ee78e,Bojan Velickovic,http://www.ufcstats.com/fighter-details/fcce75a25c14a804
4463,Max Holloway,http://www.ufcstats.com/fighter-details/150ff4cc642270b9,Anthony Pettis,http://www.ufcstats.com/fighter-details/cbb682f5fcc44bfc
4464,Donald Cerrone,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,Matt Brown,http://www.ufcstats.com/fighter-details/31123249b0bbf52e
4465,Cub Swanson,http://www.ufcstats.com/fighter-details/d247691a6c0e9034,Dooho Choi,http://www.ufcstats.com/fighter-details/e93b04e308913c2e
4466,Kelvin Gastelum,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,Tim Kennedy,http://www.ufcstats.com/fighter-details/3c660c90d48fc80d
4467,Emil Meek,http://www.ufcstats.com/fighter-details/103b06d8707895a9,Jordan Mein,http://www.ufcstats.com/fighter-details/2aa49b3766a59bcd
4468,Misha Cirkunov,http://www.ufcstats.com/fighter-details/67f272324a030d00,Nikita Krylov,http://www.ufcstats.com/fighter-details/1091d4d957141094
4469,Olivier Aubin-Mercier,http://www.ufcstats.com/fighter-details/55ee431411ccf07a,Drew Dober,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75
4470,Viviane Pereira,http://www.ufcstats.com/fighter-details/d50382dc0565a9e1,Valerie Letourneau,http://www.ufcstats.com/fighter-details/46a2f24feb258ae0
4471,Matthew Lopez,http://www.ufcstats.com/fighter-details/2fc7e9701642ca38,Mitch Gagnon,http://www.ufcstats.com/fighter-details/b8592b4a383696cd
4472,Lando Vannata,http://www.ufcstats.com/fighter-details/f9b200db02b488d9,John Makdessi,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
4473,Rustam Khabilov,http://www.ufcstats.com/fighter-details/9b7694d064a8a0ad,Jason Saggo,http://www.ufcstats.com/fighter-details/4ac1ecf8ce59ef23
4474,Dustin Ortiz,http://www.ufcstats.com/fighter-details/f53c1f4ceeed8c08,Zach Makovsky,http://www.ufcstats.com/fighter-details/57ab4d7c0bc09a30
4475,Derrick Lewis,http://www.ufcstats.com/fighter-details/d3df1add9d9a7efb,Shamil Abdurakhimov,http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4
4476,Francis Ngannou,http://www.ufcstats.com/fighter-details/8d03ce87ca14e778,Anthony Hamilton,http://www.ufcstats.com/fighter-details/c727c7d31c50c4cf
4477,Corey Anderson,http://www.ufcstats.com/fighter-details/5e4eec08896c9423,Sean O'Connell,http://www.ufcstats.com/fighter-details/cb52f9490c2dc069
4478,Gian Villante,http://www.ufcstats.com/fighter-details/fcd448a2fe1a23cc,Saparbeg Safarov,http://www.ufcstats.com/fighter-details/88d7b6d8230e1f3f
4479,Justine Kish,http://www.ufcstats.com/fighter-details/928ae2e5b5f7a9ec,Ashley Yoder,http://www.ufcstats.com/fighter-details/b4c6c904a9ffc5e8
4480,Randy Brown,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,Brian Camozzi,http://www.ufcstats.com/fighter-details/1999ffb5cebc314f
4481,Gerald Meerschaert,http://www.ufcstats.com/fighter-details/6ac9bc2953c47345,Joseph Gigliotti,http://www.ufcstats.com/fighter-details/83825fad27ab3581
4482,Andrew Sanchez,http://www.ufcstats.com/fighter-details/fccf811c1e8b01c7,Trevor Smith,http://www.ufcstats.com/fighter-details/f797f0c57a83353e
4483,Shane Burgos,http://www.ufcstats.com/fighter-details/98d961097baaf308,Tiago dos Santos e Silva,http://www.ufcstats.com/fighter-details/8ce87f7e3a9baed2
4484,Marc Diakiese,http://www.ufcstats.com/fighter-details/32c355b04fc57f3a,Frankie Perez,http://www.ufcstats.com/fighter-details/96c336b463e0662c
4485,Ryan Janes,http://www.ufcstats.com/fighter-details/b59037262c8fe060,Keith Berish,http://www.ufcstats.com/fighter-details/e3779ef06e98f185
4486,Juliana Lima,http://www.ufcstats.com/fighter-details/75a6a390fd5dca46,JJ Aldrich,http://www.ufcstats.com/fighter-details/6fd953151d981979
4487,Demetrious Johnson,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57,Tim Elliott,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
4488,Joseph Benavidez,http://www.ufcstats.com/fighter-details/80eacd4da0617c57,Henry Cejudo,http://www.ufcstats.com/fighter-details/056c493bbd76a918
4489,Jorge Masvidal,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Jake Ellenberger,http://www.ufcstats.com/fighter-details/d81ac739417d7f53
4490,Jared Cannonier,http://www.ufcstats.com/fighter-details/13a0275fa13c4d26,Ion Cutelaba,http://www.ufcstats.com/fighter-details/cd13728ae1151f46
4491,Sara McMann,http://www.ufcstats.com/fighter-details/7be74a12d7352df2,Alexis Davis,http://www.ufcstats.com/fighter-details/4c2d90e335e6df19
4492,Brandon Moreno,http://www.ufcstats.com/fighter-details/792be9a24df82ed6,Ryan Benoit,http://www.ufcstats.com/fighter-details/20999e27ddd94bda
4493,Ryan Hall,http://www.ufcstats.com/fighter-details/8866c6f509c19089,Gray Maynard,http://www.ufcstats.com/fighter-details/7d96bc577e5178b2
4494,Rob Font,http://www.ufcstats.com/fighter-details/05339613bf8e9808,Matt Schnell,http://www.ufcstats.com/fighter-details/67c1d46f4ed16f9e
4495,Dong Hyun Ma,http://www.ufcstats.com/fighter-details/98a6b2361045898f,Brendan O'Reilly,http://www.ufcstats.com/fighter-details/494b0bfdbac74502
4496,Jamie Moyle,http://www.ufcstats.com/fighter-details/882d62561063a927,Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345
4497,Anthony Smith,http://www.ufcstats.com/fighter-details/d4c9dcd330403612,Elvis Mutapcic,http://www.ufcstats.com/fighter-details/28c55b4087a6f136
4498,Devin Clark,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91,Josh Stansbury,http://www.ufcstats.com/fighter-details/30ea504870f8597b
4499,Robert Whittaker,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce,Derek Brunson,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
4500,Andrew Holbrook,http://www.ufcstats.com/fighter-details/66ab58d0b3783607,Jake Matthews,http://www.ufcstats.com/fighter-details/a845f0735bc67405
4501,Omari Akhmedov,http://www.ufcstats.com/fighter-details/16690d100f995f8f,Kyle Noke,http://www.ufcstats.com/fighter-details/7339d340aa2889cb
4502,Alexander Volkanovski,http://www.ufcstats.com/fighter-details/e1248941344b3288,Yusuke Kasuya,http://www.ufcstats.com/fighter-details/3058888c33149a53
4503,Tyson Pedro,http://www.ufcstats.com/fighter-details/49e96ff8ab781589,Khalil Rountree Jr.,http://www.ufcstats.com/fighter-details/749f572d1d3161fb
4504,Danielle Taylor,http://www.ufcstats.com/fighter-details/b76c6268dc1d3c05,Seo Hee Ham,http://www.ufcstats.com/fighter-details/165c244bcca3ed26
4505,Daniel Kelly,http://www.ufcstats.com/fighter-details/bdcbb976816fd256,Chris Camozzi,http://www.ufcstats.com/fighter-details/6c2030e0a143a94b
4506,Damien Brown,http://www.ufcstats.com/fighter-details/d024ed963e8bf7ea,Jon Tuck,http://www.ufcstats.com/fighter-details/53ec9cb470e1a4ea
4507,Jonathan Meunier,http://www.ufcstats.com/fighter-details/5823ceab56741617,Richard Walsh,http://www.ufcstats.com/fighter-details/303a05a7aa3ff761
4508,Ben Nguyen,http://www.ufcstats.com/fighter-details/840d2c82ea68b9aa,Geane Herrera,http://www.ufcstats.com/fighter-details/c169545ab0825f44
4509,Jason Knight,http://www.ufcstats.com/fighter-details/bb1a2cdad6ff34db,Dan Hooker,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3
4510,Marlon Vera,http://www.ufcstats.com/fighter-details/7c7332319c14094c,Guangyou Ning,http://www.ufcstats.com/fighter-details/2c1170b825f58e57
4511,Jenel Lausa,http://www.ufcstats.com/fighter-details/ec664422b22d9787,Yao Zhikui,http://www.ufcstats.com/fighter-details/5ea918ea81b7dee2
4512,Ryan Bader,http://www.ufcstats.com/fighter-details/c0ab242c40decc55,Rogerio Nogueira,http://www.ufcstats.com/fighter-details/73e09f837f3b5ecc
4513,Thomas Almeida,http://www.ufcstats.com/fighter-details/2b074403b7c6cdb4,Albert Morales,http://www.ufcstats.com/fighter-details/544d7460b3e44393
4514,Claudia Gadelha,http://www.ufcstats.com/fighter-details/ec34349e7dffcde7,Cortney Casey,http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6
4515,Krzysztof Jotko,http://www.ufcstats.com/fighter-details/4e06913c91da5200,Thales Leites,http://www.ufcstats.com/fighter-details/cfb65863d5099327
4516,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,Warlley Alves,http://www.ufcstats.com/fighter-details/d317a5e2b3f88c5f
4517,Sergio Moraes,http://www.ufcstats.com/fighter-details/1bcaac2d99b90fce,Zak Ottow,http://www.ufcstats.com/fighter-details/47cd337b86b1af92
4518,Cezar Ferreira,http://www.ufcstats.com/fighter-details/dbc17725b887860a,Jack Hermansson,http://www.ufcstats.com/fighter-details/0a1942069c9ad6b6
4519,Gadzhimurad Antigulov,http://www.ufcstats.com/fighter-details/af997f7611673880,Marcos Rogerio de Lima,http://www.ufcstats.com/fighter-details/ab943cd2c3c17825
4520,Johnny Eduardo,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Manvel Gamburyan,http://www.ufcstats.com/fighter-details/cc6f9d1e89f3449a
4521,Luis Henrique,http://www.ufcstats.com/fighter-details/e5bda12faabfc850,Christian Colombo,http://www.ufcstats.com/fighter-details/9123c54d0a2b72dd
4522,Pedro Munhoz,http://www.ufcstats.com/fighter-details/6bd02119599741a4,Justin Scoggins,http://www.ufcstats.com/fighter-details/9fa568ad2bf2cb0b
4523,Francimar Barroso,http://www.ufcstats.com/fighter-details/b69f24c500d783e7,Darren Stewart,http://www.ufcstats.com/fighter-details/a17ad5a5048e8c3f
4524,Gegard Mousasi,http://www.ufcstats.com/fighter-details/232c582f29f8f65e,Uriah Hall,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
4525,Stevie Ray,http://www.ufcstats.com/fighter-details/31a13532e724ca2b,Ross Pearson,http://www.ufcstats.com/fighter-details/4f732e58ed907eff
4526,Alexander Volkov,http://www.ufcstats.com/fighter-details/279566840aa55bf2,Timothy Johnson,http://www.ufcstats.com/fighter-details/cc900af167fbedfd
4527,Artem Lobov,http://www.ufcstats.com/fighter-details/02f2a9702ba3d167,Teruto Ishihara,http://www.ufcstats.com/fighter-details/88cd34d836b4ebcd
4528,Jack Marshman,http://www.ufcstats.com/fighter-details/045f25b3a4c08e81,Magnus Cedenblad,http://www.ufcstats.com/fighter-details/0e21976afc92e4d1
4529,Kyoji Horiguchi,http://www.ufcstats.com/fighter-details/98aa60cf58071fd6,Ali Bagautinov,http://www.ufcstats.com/fighter-details/3dd92ff9fb0412b3
4530,Kevin Lee,http://www.ufcstats.com/fighter-details/ee9ebceabfd16fa7,Magomed Mustafaev,http://www.ufcstats.com/fighter-details/31d7446b184e3305
4531,Amanda Cooper,http://www.ufcstats.com/fighter-details/d4a31850a7457f1b,Anna Elmose,http://www.ufcstats.com/fighter-details/1536a25e16fc299b
4532,Justin Ledet,http://www.ufcstats.com/fighter-details/ba1e6cb3d43f7430,Mark Godbeer,http://www.ufcstats.com/fighter-details/ad56b3f00ca38dfd
4533,Zak Cummings,http://www.ufcstats.com/fighter-details/4ba8d454f762005d,Alexander Yakovlev,http://www.ufcstats.com/fighter-details/d06f8869449ba7bd
4534,Marion Reneau,http://www.ufcstats.com/fighter-details/c7d297714d9ab1a4,Milana Dudieva,http://www.ufcstats.com/fighter-details/072a10e85f7d4bff
4535,Brett Johns,http://www.ufcstats.com/fighter-details/ec52462a1b41f714,Kwan Ho Kwak,http://www.ufcstats.com/fighter-details/c13042265355a290
4536,Abdul Razak Alhassan,http://www.ufcstats.com/fighter-details/eae431e70064e046,Charlie Ward,http://www.ufcstats.com/fighter-details/e81dd0bb8a64b550
4537,Conor McGregor,http://www.ufcstats.com/fighter-details/f4c49976c75c5ab2,Eddie Alvarez,http://www.ufcstats.com/fighter-details/33a331684283900f
4538,Tyron Woodley,http://www.ufcstats.com/fighter-details/effd9de9937996f8,Stephen Thompson,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
4539,Joanna Jedrzejczyk,http://www.ufcstats.com/fighter-details/3d6749c4267da18f,Karolina Kowalkiewicz,http://www.ufcstats.com/fighter-details/d7c3816669784109
4540,Yoel Romero,http://www.ufcstats.com/fighter-details/f77c68bb4be8516d,Chris Weidman,http://www.ufcstats.com/fighter-details/3a8176e15b9887c1
4541,Raquel Pennington,http://www.ufcstats.com/fighter-details/fc169c387b4b465d,Miesha Tate,http://www.ufcstats.com/fighter-details/b96619b3acd7d9da
4542,Frankie Edgar,http://www.ufcstats.com/fighter-details/f2688492b9a525a3,Jeremy Stephens,http://www.ufcstats.com/fighter-details/18968f97ad34f15c
4543,Khabib Nurmagomedov,http://www.ufcstats.com/fighter-details/032cc3922d871c7f,Michael Johnson,http://www.ufcstats.com/fighter-details/511e82663651438d
4544,Tim Boetsch,http://www.ufcstats.com/fighter-details/c80095f6092271a7,Rafael Natal,http://www.ufcstats.com/fighter-details/0dba4df5f34d5ff0
4545,Vicente Luque,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f
4546,Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16,Thiago Alves,http://www.ufcstats.com/fighter-details/31ee470ef5dc8d7f
4547,Liz Carmouche,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472,Katlyn Cerminara,http://www.ufcstats.com/fighter-details/e872e9a9a902c045
4548,Tony Ferguson,http://www.ufcstats.com/fighter-details/22a92d7f62195791,Rafael Dos Anjos,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
4549,Diego Sanchez,http://www.ufcstats.com/fighter-details/82e7929bf6c2b689,Marcin Held,http://www.ufcstats.com/fighter-details/bf43fed8f29e1671
4550,Ricardo Lamas,http://www.ufcstats.com/fighter-details/3974fa35c917af1d,Charles Oliveira,http://www.ufcstats.com/fighter-details/07225ba28ae309b6
4551,Martin Bravo,http://www.ufcstats.com/fighter-details/9c44f290f5726d95,Claudio Puelles,http://www.ufcstats.com/fighter-details/d747eb273a40a920
4552,Beneil Dariush,http://www.ufcstats.com/fighter-details/08af939f41b5a57b,Rashid Magomedov,http://www.ufcstats.com/fighter-details/7ea1f74cef32f906
4553,Alexa Grasso,http://www.ufcstats.com/fighter-details/e8b731feff72294b,Heather Clark,http://www.ufcstats.com/fighter-details/dd4c16777fb2ccf9
4554,Erik Perez,http://www.ufcstats.com/fighter-details/af62f99eb7606308,Felipe Arantes,http://www.ufcstats.com/fighter-details/71002dbc1743b9a7
4555,Joe Soto,http://www.ufcstats.com/fighter-details/a4e85a58fbce64b2,Marco Beltran,http://www.ufcstats.com/fighter-details/ec71a892fada28c7
4556,Max Griffin,http://www.ufcstats.com/fighter-details/b0d6a1d8ac3d563d,Erick Montano,http://www.ufcstats.com/fighter-details/8163cd7de0342652
4557,Douglas Silva de Andrade,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d,Henry Briones,http://www.ufcstats.com/fighter-details/01fcef7e3d051722
4558,Sam Alvey,http://www.ufcstats.com/fighter-details/d156513a19acf856,Alex Nicholson,http://www.ufcstats.com/fighter-details/2b6d855c6e280fb1
4559,Marco Polo Reyes,http://www.ufcstats.com/fighter-details/edd02825c29028fe,Jason Novelli,http://www.ufcstats.com/fighter-details/459e4dc69ec669b2
4560,Enrique Barzola,http://www.ufcstats.com/fighter-details/be0b310a12eb80b4,Chris Avila,http://www.ufcstats.com/fighter-details/4665cbf36b08193b
4561,Michael Bisping,http://www.ufcstats.com/fighter-details/2b93ebd9f5417ad2,Dan Henderson,http://www.ufcstats.com/fighter-details/1ccf4e7caff270df
4562,Gegard Mousasi,http://www.ufcstats.com/fighter-details/232c582f29f8f65e,Vitor Belfort,http://www.ufcstats.com/fighter-details/0ee783aa00e468f0
4563,Jimi Manuwa,http://www.ufcstats.com/fighter-details/1e1dbd1cc5a7469e,Ovince Saint Preux,http://www.ufcstats.com/fighter-details/50db8711c70196cd
4564,Stefan Struve,http://www.ufcstats.com/fighter-details/ebc1f40e00e0c481,Daniel Omielanczuk,http://www.ufcstats.com/fighter-details/470fedbc8563ac47
4565,Mirsad Bektic,http://www.ufcstats.com/fighter-details/cbd3e590a85b18c5,Russell Doane,http://www.ufcstats.com/fighter-details/f50d95223751e6ca
4566,Iuri Alcantara,http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad,Brad Pickett,http://www.ufcstats.com/fighter-details/c945adc22c2bfe8f
4567,Damian Stasiak,http://www.ufcstats.com/fighter-details/42a7e90605df3c8a,Davey Grant,http://www.ufcstats.com/fighter-details/113df4fde64735c6
4568,Leon Edwards,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Albert Tumenov,http://www.ufcstats.com/fighter-details/ff6a1f63c254127e
4569,Marc Diakiese,http://www.ufcstats.com/fighter-details/32c355b04fc57f3a,Lukasz Sajewski,http://www.ufcstats.com/fighter-details/fb41432b622992a9
4570,Mike Perry,http://www.ufcstats.com/fighter-details/f2b6fdb20675b11c,Danny Roberts,http://www.ufcstats.com/fighter-details/a6cba6bb66c1a8c9
4571,Leonardo Santos,http://www.ufcstats.com/fighter-details/9c65736747ca92ec,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1
4572,John Lineker,http://www.ufcstats.com/fighter-details/c268b2cfebccf652,John Dodson,http://www.ufcstats.com/fighter-details/99506df1af6c8b3b
4573,Alex Oliveira,http://www.ufcstats.com/fighter-details/57b10fca4f9c9a7a,Will Brooks,http://www.ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
4574,Zak Ottow,http://www.ufcstats.com/fighter-details/47cd337b86b1af92,Joshua Burkman,http://www.ufcstats.com/fighter-details/6da99156486ed6c2
4575,Brandon Moreno,http://www.ufcstats.com/fighter-details/792be9a24df82ed6,Louis Smolka,http://www.ufcstats.com/fighter-details/d2bc285ead803db0
4576,Henrique da Silva,http://www.ufcstats.com/fighter-details/b0bd0c5425668b8f,Joachim Christensen,http://www.ufcstats.com/fighter-details/2d447cc91bdaa545
4577,Andre Fili,http://www.ufcstats.com/fighter-details/8fd808923cffff82,Hacran Dias,http://www.ufcstats.com/fighter-details/ed209f6618c82e41
4578,Shamil Abdurakhimov,http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Walt Harris,http://www.ufcstats.com/fighter-details/03f982ca3735070c
4579,Elizeu Zaleski dos Santos,http://www.ufcstats.com/fighter-details/8adcbd525fab8d9b,Keita Nakamura,http://www.ufcstats.com/fighter-details/65ddc8a9ac4e8531
4580,Nate Marquardt,http://www.ufcstats.com/fighter-details/a8e6a69796280f17,Tamdan McCrory,http://www.ufcstats.com/fighter-details/eff47295daf721a6
4581,Ion Cutelaba,http://www.ufcstats.com/fighter-details/cd13728ae1151f46,Jonathan Wilson,http://www.ufcstats.com/fighter-details/cd01f0b768a32475
4582,Curtis Blaydes,http://www.ufcstats.com/fighter-details/fa6796c55d6c5440,Cody East,http://www.ufcstats.com/fighter-details/5713c1d2fac539ac
4583,Ketlen Vieira,http://www.ufcstats.com/fighter-details/b9706f80d005036c,Kelly Faszholz,http://www.ufcstats.com/fighter-details/9c42a0de8e012870
4584,Cristiane Justino,http://www.ufcstats.com/fighter-details/634bb0de2eb043b4,Lina Lansberg,http://www.ufcstats.com/fighter-details/2eeaefbfc7f9fcff
4585,Renan Barao,http://www.ufcstats.com/fighter-details/2c99576fefe53c7c,Phillipe Nover,http://www.ufcstats.com/fighter-details/64360e618823a8e4
4586,Roy Nelson,http://www.ufcstats.com/fighter-details/3f7c14c7eca7195d,Antonio Silva,http://www.ufcstats.com/fighter-details/8349d55cdecd393a
4587,Francisco Trinaldo,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9,Paul Felder,http://www.ufcstats.com/fighter-details/e5010b1b94ca5755
4588,Eric Spicely,http://www.ufcstats.com/fighter-details/b9664eae2ac75262,Thiago Santos,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
4589,Godofredo Pepey,http://www.ufcstats.com/fighter-details/fa37628269132d1a,Mike de la Torre,http://www.ufcstats.com/fighter-details/1971869b7e054261
4590,Michel Prazeres,http://www.ufcstats.com/fighter-details/e51fcd9cd84c0b93,Gilbert Burns,http://www.ufcstats.com/fighter-details/23024fdfc966410a
4591,Rani Yahya,http://www.ufcstats.com/fighter-details/94527830000ab715,Michinori Tanaka,http://www.ufcstats.com/fighter-details/64788ee44b062ded
4592,Jussier Formiga,http://www.ufcstats.com/fighter-details/b102c26727306ab6,Dustin Ortiz,http://www.ufcstats.com/fighter-details/f53c1f4ceeed8c08
4593,Erick Silva,http://www.ufcstats.com/fighter-details/5866fc86183a9fb8,Luan Chagas,http://www.ufcstats.com/fighter-details/9ccf8371fd80d45d
4594,Alan Patrick,http://www.ufcstats.com/fighter-details/cd7763bcadb5d4c8,Stevie Ray,http://www.ufcstats.com/fighter-details/31a13532e724ca2b
4595,Vicente Luque,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a,Hector Urbina,http://www.ufcstats.com/fighter-details/4b8fb0453a596b8e
4596,Gregor Gillespie,http://www.ufcstats.com/fighter-details/84ff027394f7e470,Glaico Franca Moreira,http://www.ufcstats.com/fighter-details/00a3ff40c4b2cf21
4597,Michael Johnson,http://www.ufcstats.com/fighter-details/511e82663651438d,Dustin Poirier,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
4598,Derek Brunson,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322,Uriah Hall,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
4599,Evan Dunham,http://www.ufcstats.com/fighter-details/e5c9de15bb58b1c6,Ricky Glenn,http://www.ufcstats.com/fighter-details/814ff3018127e8fc
4600,Roan Carneiro,http://www.ufcstats.com/fighter-details/1c86754617d9813a,Kenny Robertson,http://www.ufcstats.com/fighter-details/6e0273f9478be71e
4601,Islam Makhachev,http://www.ufcstats.com/fighter-details/275aca31f61ba28c,Chris Wade,http://www.ufcstats.com/fighter-details/c8097968da5e5f13
4602,Chas Skelly,http://www.ufcstats.com/fighter-details/4bd6b4800070b069,Maximo Blanco,http://www.ufcstats.com/fighter-details/4a1329cc8eb0928a
4603,Gabriel Benitez,http://www.ufcstats.com/fighter-details/436f970c9ea9169c,Sam Sicilia,http://www.ufcstats.com/fighter-details/b8aef0faf4ce9b31
4604,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,Augusto Montano,http://www.ufcstats.com/fighter-details/94508d80e1f885fc
4605,Antonio Carlos Junior,http://www.ufcstats.com/fighter-details/52e76bb4b3e852f3,Leonardo Guimaraes,http://www.ufcstats.com/fighter-details/cc98d857b148e33a
4606,Jose Quinonez,http://www.ufcstats.com/fighter-details/36549928f90f1d36,Joey Gomez,http://www.ufcstats.com/fighter-details/0778f94eb5d588a5
4607,Randy Brown,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,Erick Montano,http://www.ufcstats.com/fighter-details/8163cd7de0342652
4608,Alejandro Perez,http://www.ufcstats.com/fighter-details/80daefbed11ce998,Albert Morales,http://www.ufcstats.com/fighter-details/544d7460b3e44393
4609,Stipe Miocic,http://www.ufcstats.com/fighter-details/d28dee5c705991df,Alistair Overeem,http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c
4610,Fabricio Werdum,http://www.ufcstats.com/fighter-details/492b202d2064e7a9,Travis Browne,http://www.ufcstats.com/fighter-details/3236bf606fe9fa5b
4611,Mickey Gall,http://www.ufcstats.com/fighter-details/9e50097a89442158,CM Punk,http://www.ufcstats.com/fighter-details/a8c9d16fe2a14d72
4612,Jimmie Rivera,http://www.ufcstats.com/fighter-details/9c907996820d2d69,Urijah Faber,http://www.ufcstats.com/fighter-details/78114b7199cef90c
4613,Jessica Andrade,http://www.ufcstats.com/fighter-details/6a1901c62ab3870f,Joanne Wood,http://www.ufcstats.com/fighter-details/12f91bfa8f1f723b
4614,Bethe Correia,http://www.ufcstats.com/fighter-details/673ea7dcc786b1b3,Jessica Eye,http://www.ufcstats.com/fighter-details/f72465a784c1b084
4615,Brad Tavares,http://www.ufcstats.com/fighter-details/0c6d9ea8306c029e,Caio Magalhaes,http://www.ufcstats.com/fighter-details/0c5c66ddd1886b83
4616,Nik Lentz,http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37,Michael McBride,http://www.ufcstats.com/fighter-details/443f60bec7c3c3d5
4617,Drew Dober,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75,Jason Gonzalez,http://www.ufcstats.com/fighter-details/e45cfa47f504033a
4618,Yancy Medeiros,http://www.ufcstats.com/fighter-details/813550bc53b15fb0,Sean Spencer,http://www.ufcstats.com/fighter-details/ab850a77a0fa487d
4619,Josh Barnett,http://www.ufcstats.com/fighter-details/ad3f53c454cbbead,Andrei Arlovski,http://www.ufcstats.com/fighter-details/3738e68d2261e60f
4620,Alexander Gustafsson,http://www.ufcstats.com/fighter-details/3c6976f8182d9527,Jan Blachowicz,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8
4621,Ryan Bader,http://www.ufcstats.com/fighter-details/c0ab242c40decc55,Ilir Latifi,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea
4622,Nick Hein,http://www.ufcstats.com/fighter-details/2816ced060a21be3,Tae Hyun Bang,http://www.ufcstats.com/fighter-details/9a2d3567abc02e34
4623,Jessin Ayari,http://www.ufcstats.com/fighter-details/6eaec40f724852f4,Jim Wallhead,http://www.ufcstats.com/fighter-details/0c670b443c3d269f
4624,Peter Sobotta,http://www.ufcstats.com/fighter-details/1fcfc3709fe58151,Nicolas Dalby,http://www.ufcstats.com/fighter-details/9d19d9e4aa2662e8
4625,Ashlee Evans-Smith,http://www.ufcstats.com/fighter-details/fc6e681bf6658faf,Veronica Hardy,http://www.ufcstats.com/fighter-details/4798e823ada58fe9
4626,Taylor Lapilus,http://www.ufcstats.com/fighter-details/8b1ed83b02303075,Leandro Issa,http://www.ufcstats.com/fighter-details/d1e1fdcea7c8a90a
4627,Jarjis Danho,http://www.ufcstats.com/fighter-details/8614b7134913f5d5,Christian Colombo,http://www.ufcstats.com/fighter-details/9123c54d0a2b72dd
4628,Jack Hermansson,http://www.ufcstats.com/fighter-details/0a1942069c9ad6b6,Scott Askham,http://www.ufcstats.com/fighter-details/06827d70c53ff0d9
4629,Rustam Khabilov,http://www.ufcstats.com/fighter-details/9b7694d064a8a0ad,Leandro Silva,http://www.ufcstats.com/fighter-details/159da492e000afbf
4630,Demian Maia,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27,Carlos Condit,http://www.ufcstats.com/fighter-details/f9f07bb5a43535ed
