,winner,winner_url,looser,looser_url
837,Arman Tsarukyan,http://www.ufcstats.com/fighter-details/eae48ff31db420c2,Charles Oliveira,http://www.ufcstats.com/fighter-details/07225ba28ae309b6
838,Bo Nickal,http://www.ufcstats.com/fighter-details/35673bf5204524ee,Cody Brundage,http://www.ufcstats.com/fighter-details/f14f644d41ade29f
839,Jiri Prochazka,http://www.ufcstats.com/fighter-details/009341ed974bad72,Aleksandar Rakic,http://www.ufcstats.com/fighter-details/333b9e5c723ac873
840,Aljamain Sterling,http://www.ufcstats.com/fighter-details/cb696ebfb6598724,Calvin Kattar,http://www.ufcstats.com/fighter-details/751de04455cfaac0
841,Kayla Harrison,http://www.ufcstats.com/fighter-details/1af1170ed937cba7,Holly Holm,http://www.ufcstats.com/fighter-details/634e2fb70bde3fd5
842,Diego Lopes,http://www.ufcstats.com/fighter-details/f166e93d04a8c274,Sodiq Yusuff,http://www.ufcstats.com/fighter-details/94426bb170c88115
843,Renato Moicano,http://www.ufcstats.com/fighter-details/b6452706b373eea1,Jalin Turner,http://www.ufcstats.com/fighter-details/4d8fa64202cee4c1
844,Jessica Andrade,http://www.ufcstats.com/fighter-details/6a1901c62ab3870f,Marina Rodriguez,http://www.ufcstats.com/fighter-details/cd2c4d30c6e13b47
845,King Green,http://www.ufcstats.com/fighter-details/887961364be5ceb3,Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16
846,Deiveson Figueiredo,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5,Cody Garbrandt,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994
847,Brendan Allen,http://www.ufcstats.com/fighter-details/2f181c0467965b98,Chris Curtis,http://www.ufcstats.com/fighter-details/5442f1bc4b47eaf3
848,Damon Jackson,http://www.ufcstats.com/fighter-details/29af297d9f1de0f8,Alexander Hernandez,http://www.ufcstats.com/fighter-details/262a7d06203657e6
849,Chepe Mariscal,http://www.ufcstats.com/fighter-details/e0c6edcb5b5d0b90,Morgan Charriere,http://www.ufcstats.com/fighter-details/5b03b61f9d90125e
850,Ignacio Bahamondes,http://www.ufcstats.com/fighter-details/e4a47b07044ddd72,Christos Giagos,http://www.ufcstats.com/fighter-details/de45aaae23dfa392
851,Charlie Campbell,http://www.ufcstats.com/fighter-details/b39f7a6c2be17ee8,Trevor Peek,http://www.ufcstats.com/fighter-details/0bc697c5936a2d0a
852,Alex Morono,http://www.ufcstats.com/fighter-details/cdb96af67d096b1e,Court McGee,http://www.ufcstats.com/fighter-details/523fa774700d7d3f
853,Lukasz Brzeski,http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19,Valter Walker,http://www.ufcstats.com/fighter-details/f5779a2303ed76ec
854,Norma Dumont,http://www.ufcstats.com/fighter-details/d3f5d33d61cd00c9,Germaine de Randamie,http://www.ufcstats.com/fighter-details/1d239d571e342453
855,Victor Hugo,http://www.ufcstats.com/fighter-details/f264ba50b007f39e,Pedro Falcao,http://www.ufcstats.com/fighter-details/f7be1db194e03d7e
856,Jean Matsumoto,http://www.ufcstats.com/fighter-details/ffd3224638c01b57,Dan Argueta,http://www.ufcstats.com/fighter-details/e4ba58725825412d
857,Cesar Almeida,http://www.ufcstats.com/fighter-details/64d47ef881a437a4,Dylan Budka,http://www.ufcstats.com/fighter-details/a817e238b2747404
858,Nora Cornolle,http://www.ufcstats.com/fighter-details/f2b3f4ef3f780168,Melissa Mullins,http://www.ufcstats.com/fighter-details/bd532e9a2b93870c
859,Manon Fiorot,http://www.ufcstats.com/fighter-details/34ff304266360297,Erin Blanchfield,http://www.ufcstats.com/fighter-details/669970f7feba8ecd
860,Joaquin Buckley,http://www.ufcstats.com/fighter-details/b9437600497350f3,Vicente Luque,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a
861,Chris Weidman,http://www.ufcstats.com/fighter-details/3a8176e15b9887c1,Bruno Silva,http://www.ufcstats.com/fighter-details/12ebd7d157e91701
862,Nursulton Ruziboev,http://www.ufcstats.com/fighter-details/49d2a08964c5eb11,Sedriques Dumas,http://www.ufcstats.com/fighter-details/4e6738062d469256
863,Kyle Nelson,http://www.ufcstats.com/fighter-details/31f8081c7600da93,Bill Algeo,http://www.ufcstats.com/fighter-details/9abc648e76c4493a
864,Chidi Njokuani,http://www.ufcstats.com/fighter-details/c68c68efaa5ca6ef,Rhys McKee,http://www.ufcstats.com/fighter-details/f748267c4ab6c127
865,Nate Landwehr,http://www.ufcstats.com/fighter-details/583ee11abddfc581,Jamall Emmers,http://www.ufcstats.com/fighter-details/e00a3dee329a51f7
866,Virna Jandiroba,http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,Loopy Godinez,http://www.ufcstats.com/fighter-details/8e5d953bdb9ae5e7
867,Julio Arce,http://www.ufcstats.com/fighter-details/1291edf2d566a71a,Herbert Burns,http://www.ufcstats.com/fighter-details/4f140403000158b5
868,Dennis Buzukja,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9,Connor Matthews,http://www.ufcstats.com/fighter-details/36e78278a77006d4
869,Ibo Aslan,http://www.ufcstats.com/fighter-details/6e8f1bcdda94ff45,Anton Turkalj,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
870,Jacob Malkoun,http://www.ufcstats.com/fighter-details/d4270315cbcf2569,Andre Petroski,http://www.ufcstats.com/fighter-details/5f61780fe5e9b6d0
871,Caolan Loughran,http://www.ufcstats.com/fighter-details/42ac4020cba261ad,Angel Pacheco,http://www.ufcstats.com/fighter-details/07797f10b9569cfc
872,Rose Namajunas,http://www.ufcstats.com/fighter-details/47b63240018d5d86,Amanda Ribas,http://www.ufcstats.com/fighter-details/beecb672a279223e
873,Karl Williams,http://www.ufcstats.com/fighter-details/d35f734c56a89103,Justin Tafa,http://www.ufcstats.com/fighter-details/e13abac8089a801a
874,Edmen Shahbazyan,http://www.ufcstats.com/fighter-details/4144798612ef96e5,AJ Dobson,http://www.ufcstats.com/fighter-details/009c4420727149ea
875,Payton Talbott,http://www.ufcstats.com/fighter-details/6e743a33d56bdaa4,Cameron Saaiman,http://www.ufcstats.com/fighter-details/3c8a5200436e19f3
876,Youssef Zalal,http://www.ufcstats.com/fighter-details/52c2ae6d2f2d2613,Billy Quarantillo,http://www.ufcstats.com/fighter-details/aa171d55d4b5208f
877,Fernando Padilla,http://www.ufcstats.com/fighter-details/d2f43cfaf8ca3560,Luis Pajuelo,http://www.ufcstats.com/fighter-details/e530df53922f413e
878,Trey Ogden,http://www.ufcstats.com/fighter-details/cfc3e7bb44685289,Kurt Holobaugh,http://www.ufcstats.com/fighter-details/a7151778b3381036
879,Julian Erosa,http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a,Ricardo Ramos,http://www.ufcstats.com/fighter-details/1ae8f3c723aacff4
880,Miles Johns,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0,Cody Gibson,http://www.ufcstats.com/fighter-details/700a674c042b7a96
881,Jarno Errens,http://www.ufcstats.com/fighter-details/082eba4cd80f736f,Steven Nguyen,http://www.ufcstats.com/fighter-details/69037fc7730e4225
882,Daria Zhelezniakova,http://www.ufcstats.com/fighter-details/07047eb7d17fb0a2,Montse Rendon,http://www.ufcstats.com/fighter-details/60193e707634e560
883,Andre Lima,http://www.ufcstats.com/fighter-details/b1f21ce050035d58,Igor Severino,http://www.ufcstats.com/fighter-details/6ad8e4296f7522d9
884,Mick Parkin,http://www.ufcstats.com/fighter-details/0d5cc0170c1a7e71,Mohammed Usman,http://www.ufcstats.com/fighter-details/da7f113b5ea39c43
885,Marcin Tybura,http://www.ufcstats.com/fighter-details/c9cf753cfdf77fc2,Tai Tuivasa,http://www.ufcstats.com/fighter-details/c62fbc117d57b943
886,Bryan Battle,http://www.ufcstats.com/fighter-details/f626118b6da0e020,Ange Loosa,http://www.ufcstats.com/fighter-details/1497e735d9f2560a
887,Ovince Saint Preux,http://www.ufcstats.com/fighter-details/50db8711c70196cd,Kennedy Nzechukwu,http://www.ufcstats.com/fighter-details/8667caa0451d245b
888,Christian Rodriguez,http://www.ufcstats.com/fighter-details/5ec591b78349ba7e,Isaac Dulgarian,http://www.ufcstats.com/fighter-details/a57cb948c4c70a47
889,Macy Chiasson,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b,Pannie Kianzad,http://www.ufcstats.com/fighter-details/91dac5e69e28d5b5
890,Gerald Meerschaert,http://www.ufcstats.com/fighter-details/6ac9bc2953c47345,Bryan Barberena,http://www.ufcstats.com/fighter-details/a331233f597090a5
891,Mike Davis,http://www.ufcstats.com/fighter-details/fb3e61720be4690c,Natan Levy,http://www.ufcstats.com/fighter-details/a29db9cd4f9ccea5
892,Chelsea Chandler,http://www.ufcstats.com/fighter-details/af9efbfd63d39734,Josiane Nunes,http://www.ufcstats.com/fighter-details/68d35296f566792b
893,Jafel Filho,http://www.ufcstats.com/fighter-details/65adf3856c4d9256,Ode Osbourne,http://www.ufcstats.com/fighter-details/6d68c1afe954f121
894,Danny Silva,http://www.ufcstats.com/fighter-details/d964a59c48381cb6,Josh Culibao,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
895,Jaqueline Amorim,http://www.ufcstats.com/fighter-details/bc7d1ad49fcb2d08,Cory McKenna,http://www.ufcstats.com/fighter-details/3351aa64aa83c4d9
896,Thiago Moises,http://www.ufcstats.com/fighter-details/d945aae53e3e54e6,Mitch Ramirez,http://www.ufcstats.com/fighter-details/e99eb0ef25885de5
897,Chad Anheliger,http://www.ufcstats.com/fighter-details/c7c39e2fb70248b3,Charalampos Grigoriou,http://www.ufcstats.com/fighter-details/68b8ebdfce9dbb61
898,Sean O'Malley,http://www.ufcstats.com/fighter-details/b50a426a33da0012,Marlon Vera,http://www.ufcstats.com/fighter-details/7c7332319c14094c
899,Dustin Poirier,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,Benoit Saint Denis,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56
900,Michael Page,http://www.ufcstats.com/fighter-details/a67d071163962af8,Kevin Holland,http://www.ufcstats.com/fighter-details/3a46b268013afede
901,Jack Della Maddalena,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f,Gilbert Burns,http://www.ufcstats.com/fighter-details/23024fdfc966410a
902,Petr Yan,http://www.ufcstats.com/fighter-details/d661ce4da776fc20,Song Yadong,http://www.ufcstats.com/fighter-details/efb96bf3e9ada36f
903,Curtis Blaydes,http://www.ufcstats.com/fighter-details/fa6796c55d6c5440,Jailton Almeida,http://www.ufcstats.com/fighter-details/41e83a89929d1327
904,Maycee Barber,http://www.ufcstats.com/fighter-details/6a740daf1b279661,Katlyn Cerminara,http://www.ufcstats.com/fighter-details/e872e9a9a902c045
905,Mateusz Gamrot,http://www.ufcstats.com/fighter-details/72db2a14ffa73ece,Rafael Dos Anjos,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
906,Kyler Phillips,http://www.ufcstats.com/fighter-details/60425d07ef4b91a7,Pedro Munhoz,http://www.ufcstats.com/fighter-details/6bd02119599741a4
907,Philipe Lins,http://www.ufcstats.com/fighter-details/53c943c873cffe90,Ion Cutelaba,http://www.ufcstats.com/fighter-details/cd13728ae1151f46
908,Michel Pereira,http://www.ufcstats.com/fighter-details/595db60957de51d3,Michal Oleksiejczuk,http://www.ufcstats.com/fighter-details/0d65c432720accb9
909,Robelis Despaigne,http://www.ufcstats.com/fighter-details/140567899d98978a,Josh Parisian,http://www.ufcstats.com/fighter-details/b5da8f7d05e85a55
910,Asu Almabayev,http://www.ufcstats.com/fighter-details/8d3273573b85be09,CJ Vergara,http://www.ufcstats.com/fighter-details/077e3ace32b72be9
911,Joanne Wood,http://www.ufcstats.com/fighter-details/12f91bfa8f1f723b,Maryna Moroz,http://www.ufcstats.com/fighter-details/b4192a975027aab6
912,Jairzinho Rozenstruik,http://www.ufcstats.com/fighter-details/2cd428e9606856fd,Shamil Gaziev,http://www.ufcstats.com/fighter-details/6747ccd6d1acd266
913,Vitor Petrino,http://www.ufcstats.com/fighter-details/71171fc96445bf65,Tyson Pedro,http://www.ufcstats.com/fighter-details/49e96ff8ab781589
914,Muhammad Mokaev,http://www.ufcstats.com/fighter-details/75353550928a7921,Alex Perez,http://www.ufcstats.com/fighter-details/ab2b4ff41d6ebe0f
915,Umar Nurmagomedov,http://www.ufcstats.com/fighter-details/2b6fc1c02736833d,Bekzat Almakhan,http://www.ufcstats.com/fighter-details/a4dc0f2b95df4cc1
916,Steve Erceg,http://www.ufcstats.com/fighter-details/32ab52e5de93092d,Matt Schnell,http://www.ufcstats.com/fighter-details/67c1d46f4ed16f9e
917,Eryk Anders,http://www.ufcstats.com/fighter-details/cad24459b28592ca,Jamie Pickett,http://www.ufcstats.com/fighter-details/830f60497fab345a
918,Vinicius Oliveira,http://www.ufcstats.com/fighter-details/18d01f7f8338ae72,Benardo Sopaj,http://www.ufcstats.com/fighter-details/b6c37948cb226e8c
919,Aiemann Zahabi,http://www.ufcstats.com/fighter-details/24656ef4d605c96f,Javid Basharat,http://www.ufcstats.com/fighter-details/bbab3baf66128ae2
920,Christian Leroy Duncan,http://www.ufcstats.com/fighter-details/a93f94c923c3a9cb,Claudio Ribeiro,http://www.ufcstats.com/fighter-details/972c456ff38b2015
921,Ludovit Klein,http://www.ufcstats.com/fighter-details/5b86d491d63890c5,AJ Cunningham,http://www.ufcstats.com/fighter-details/d1053e55f00e53fe
922,Loik Radzhabov,http://www.ufcstats.com/fighter-details/8c169fbe1ac33637,Abdul-Kareem Al-Selwady,http://www.ufcstats.com/fighter-details/597499ac7a5aac62
923,Brandon Royval,http://www.ufcstats.com/fighter-details/6e15f63b6c2e2c15,Brandon Moreno,http://www.ufcstats.com/fighter-details/792be9a24df82ed6
924,Brian Ortega,http://www.ufcstats.com/fighter-details/def8166ff24bd237,Yair Rodriguez,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443
925,Daniel Zellhuber,http://www.ufcstats.com/fighter-details/4148802ae4a50768,Francisco Prado,http://www.ufcstats.com/fighter-details/3920d0cc288f9b0d
926,Yazmin Jauregui,http://www.ufcstats.com/fighter-details/40cb680ae1cd331f,Sam Hughes,http://www.ufcstats.com/fighter-details/e94085e821bd81de
927,Manuel Torres,http://www.ufcstats.com/fighter-details/2e7878927067fdca,Chris Duncan,http://www.ufcstats.com/fighter-details/fd406a32a6fb3a29
928,Raoni Barcelos,http://www.ufcstats.com/fighter-details/b9f28e7045fdfce7,Cristian Quinonez,http://www.ufcstats.com/fighter-details/7debc13b36343605
929,Jesus Aguilar,http://www.ufcstats.com/fighter-details/c051c2e12d692b8a,Mateus Mendonca,http://www.ufcstats.com/fighter-details/48812daf291a4e23
930,Edgar Chairez,http://www.ufcstats.com/fighter-details/5ef94841c4bc3f86,Daniel Lacerda,http://www.ufcstats.com/fighter-details/31bb0772f21cabd8
931,Fares Ziam,http://www.ufcstats.com/fighter-details/1e4f273069fb9e85,Claudio Puelles,http://www.ufcstats.com/fighter-details/d747eb273a40a920
932,Ronaldo Rodriguez,http://www.ufcstats.com/fighter-details/f2900678e98f6d6a,Denys Bondar,http://www.ufcstats.com/fighter-details/2526be54e6a0e62a
933,Felipe dos Santos,http://www.ufcstats.com/fighter-details/5cdf5339728f580d,Victor Altamirano,http://www.ufcstats.com/fighter-details/dc7927cd622676a7
934,Muhammad Naimov,http://www.ufcstats.com/fighter-details/8d11d9c13e2ccdf7,Erik Silva,http://www.ufcstats.com/fighter-details/21b813b919776d90
935,Ilia Topuria,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7,Alexander Volkanovski,http://www.ufcstats.com/fighter-details/e1248941344b3288
936,Robert Whittaker,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce,Paulo Costa,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
937,Ian Machado Garry,http://www.ufcstats.com/fighter-details/442c9011034ae1fd,Geoff Neal,http://www.ufcstats.com/fighter-details/b997be68943010fc
938,Merab Dvalishvili,http://www.ufcstats.com/fighter-details/c03520b5c88ed6b4,Henry Cejudo,http://www.ufcstats.com/fighter-details/056c493bbd76a918
939,Anthony Hernandez,http://www.ufcstats.com/fighter-details/093e1f5bb73850be,Roman Kopylov,http://www.ufcstats.com/fighter-details/9d83f6da776ff7d6
940,Amanda Lemos,http://www.ufcstats.com/fighter-details/3df5493bb279226f,Mackenzie Dern,http://www.ufcstats.com/fighter-details/7447e9f28508106a
941,Marcos Rogerio de Lima,http://www.ufcstats.com/fighter-details/ab943cd2c3c17825,Junior Tafa,http://www.ufcstats.com/fighter-details/c15fa95b9a12fde4
942,Rinya Nakamura,http://www.ufcstats.com/fighter-details/d8c811df0386d5e8,Carlos Vera,http://www.ufcstats.com/fighter-details/07f959e6596307bb
943,Zhang Mingyang,http://www.ufcstats.com/fighter-details/8a65fd9ba31fd3f7,Brendson Ribeiro,http://www.ufcstats.com/fighter-details/49edd0d90f60fb7d
944,Danny Barlow,http://www.ufcstats.com/fighter-details/b7c5eb7cdbac6a63,Josh Quinlan,http://www.ufcstats.com/fighter-details/876f478f796495f7
945,Oban Elliott,http://www.ufcstats.com/fighter-details/6b56e94a59b7b134,Val Woodburn,http://www.ufcstats.com/fighter-details/7a47e068f8017019
946,Miranda Maverick,http://www.ufcstats.com/fighter-details/f29a6350c69f4a33,Andrea Lee,http://www.ufcstats.com/fighter-details/05fa626cb33d15b8
947,Jack Hermansson,http://www.ufcstats.com/fighter-details/0a1942069c9ad6b6,Joe Pyfer,http://www.ufcstats.com/fighter-details/c1085e1701b13eca
948,Dan Ige,http://www.ufcstats.com/fighter-details/82a5152216251682,Andre Fili,http://www.ufcstats.com/fighter-details/8fd808923cffff82
949,Ihor Potieria,http://www.ufcstats.com/fighter-details/260bd4cef10b033f,Robert Bryczek,http://www.ufcstats.com/fighter-details/f96856f9d69fd7e4
950,Gregory Rodrigues,http://www.ufcstats.com/fighter-details/d1c65d2cf2925ddd,Brad Tavares,http://www.ufcstats.com/fighter-details/0c6d9ea8306c029e
951,Michael Johnson,http://www.ufcstats.com/fighter-details/511e82663651438d,Darrius Flowers,http://www.ufcstats.com/fighter-details/65db4065e2bc107d
952,Rodolfo Vieira,http://www.ufcstats.com/fighter-details/260e9e0d4954aea6,Armen Petrosyan,http://www.ufcstats.com/fighter-details/369ea36e450ae62a
953,Carlos Prates,http://www.ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Trevin Giles,http://www.ufcstats.com/fighter-details/b27a1fcb56a3035a
954,Bolaji Oki,http://www.ufcstats.com/fighter-details/4bdedbdeedff7d1d,Timmy Cuamba,http://www.ufcstats.com/fighter-details/0e46690e55a8df75
955,Loma Lookboonmee,http://www.ufcstats.com/fighter-details/4e30e4250cb08b61,Bruna Brasil,http://www.ufcstats.com/fighter-details/7138a15258dabf20
956,Marcin Prachnio,http://www.ufcstats.com/fighter-details/6370c1c1e12723d5,Devin Clark,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91
957,Max Griffin,http://www.ufcstats.com/fighter-details/b0d6a1d8ac3d563d,Jeremiah Wells,http://www.ufcstats.com/fighter-details/d66a46de8d705353
958,Bogdan Guskov,http://www.ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,Zac Pauga,http://www.ufcstats.com/fighter-details/56f7d7ee06be4aab
959,Hyder Amil,http://www.ufcstats.com/fighter-details/41cc71cbf210e0fe,Fernie Garcia,http://www.ufcstats.com/fighter-details/9e92e1ca498d7244
960,Daniel Marcos,http://www.ufcstats.com/fighter-details/850266b3dc4e506e,Aoriqileng,http://www.ufcstats.com/fighter-details/7d420039bbfe7c1a
961,Nassourdine Imavov,http://www.ufcstats.com/fighter-details/881bf86d4cba8578,Roman Dolidze,http://www.ufcstats.com/fighter-details/327d5f279895110d
962,Renato Moicano,http://www.ufcstats.com/fighter-details/b6452706b373eea1,Drew Dober,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75
963,Randy Brown,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,Muslim Salikhov,http://www.ufcstats.com/fighter-details/447f9858ae78f921
964,Natalia Silva,http://www.ufcstats.com/fighter-details/262d32ebda89efc4,Viviane Araujo,http://www.ufcstats.com/fighter-details/36541f1e6c5d4955
965,Aliaskhab Khizriev,http://www.ufcstats.com/fighter-details/7ab478c397cd68ef,Makhmud Muradov,http://www.ufcstats.com/fighter-details/ea7e5bc78d9de658
966,Charles Radtke,http://www.ufcstats.com/fighter-details/feedf3053472fe56,Gilbert Urbina,http://www.ufcstats.com/fighter-details/b12fb759e02378de
967,Molly McCann,http://www.ufcstats.com/fighter-details/51018a31ddf31eb2,Diana Belbita,http://www.ufcstats.com/fighter-details/d7e40dca3ae125be
968,Charles Johnson,http://www.ufcstats.com/fighter-details/814e5233e2acf2ee,Azat Maksum,http://www.ufcstats.com/fighter-details/7f1bf0c255ec8756
969,Themba Gorimbo,http://www.ufcstats.com/fighter-details/40f3cb27fc7305a1,Pete Rodriguez,http://www.ufcstats.com/fighter-details/776d4262c4da38bf
970,JeongYeong Lee,http://www.ufcstats.com/fighter-details/d008d785f6347dc2,Blake Bilder,http://www.ufcstats.com/fighter-details/5095b0920a3602aa
971,Luana Carolina,http://www.ufcstats.com/fighter-details/528b071cf3da7c56,Julija Stoliarenko,http://www.ufcstats.com/fighter-details/a78a87d8c2bbb1cb
972,MarQuel Mederos,http://www.ufcstats.com/fighter-details/e2be0c1a9b886d92,Landon Quinones,http://www.ufcstats.com/fighter-details/267f4a6568abe245
973,Jamal Pogues,http://www.ufcstats.com/fighter-details/f41b9f5efc7162d6,Thomas Petersen,http://www.ufcstats.com/fighter-details/764d39074a352e33
974,Dricus Du Plessis,http://www.ufcstats.com/fighter-details/0d7b51c9d2649a6e,Sean Strickland,http://www.ufcstats.com/fighter-details/0d8011111be000b2
975,Raquel Pennington,http://www.ufcstats.com/fighter-details/fc169c387b4b465d,Mayra Bueno Silva,http://www.ufcstats.com/fighter-details/cc8c623cca88f54f
976,Neil Magny,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Mike Malott,http://www.ufcstats.com/fighter-details/dd6103dd7127db1d
977,Chris Curtis,http://www.ufcstats.com/fighter-details/5442f1bc4b47eaf3,Marc-Andre Barriault,http://www.ufcstats.com/fighter-details/8e9eb3fc86db0f7d
978,Movsar Evloev,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f,Arnold Allen,http://www.ufcstats.com/fighter-details/040a74bb0a465c54
979,Garrett Armfield,http://www.ufcstats.com/fighter-details/1effd880e1f1bb30,Brad Katona,http://www.ufcstats.com/fighter-details/7b433309b0fd12aa
980,Sean Woodson,http://www.ufcstats.com/fighter-details/4682bc59d5f55145,Charles Jourdain,http://www.ufcstats.com/fighter-details/f1d64ae34e088832
981,Ramon Taveras,http://www.ufcstats.com/fighter-details/c5ccd878231c5407,Serhiy Sidey,http://www.ufcstats.com/fighter-details/1a2bf44edb8055b6
982,Gillian Robertson,http://www.ufcstats.com/fighter-details/38c7f72747f4f712,Polyana Viana,http://www.ufcstats.com/fighter-details/9673a497a9da119a
983,Sam Patterson,http://www.ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,Yohan Lainesse,http://www.ufcstats.com/fighter-details/f998f5c102250d6e
984,Jasmine Jasudavicius,http://www.ufcstats.com/fighter-details/a9e260472d321361,Priscila Cachoeira,http://www.ufcstats.com/fighter-details/b1e5bcaad32a3cac
985,Jimmy Flick,http://www.ufcstats.com/fighter-details/09e62c450e754913,Malcolm Gordon,http://www.ufcstats.com/fighter-details/dee294e9717012c2
986,Magomed Ankalaev,http://www.ufcstats.com/fighter-details/d802174b0c0c1f4e,Johnny Walker,http://www.ufcstats.com/fighter-details/c21f26bbde777573
987,Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16,Gabriel Benitez,http://www.ufcstats.com/fighter-details/436f970c9ea9169c
988,Mario Bautista,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6,Ricky Simon,http://www.ufcstats.com/fighter-details/5987b2458f4b5290
989,Brunno Ferreira,http://www.ufcstats.com/fighter-details/1e719d4b676dc19a,Phil Hawes,http://www.ufcstats.com/fighter-details/547afe1017e72dbe
990,Waldo Cortes Acosta,http://www.ufcstats.com/fighter-details/fc08099550072fe4,Andrei Arlovski,http://www.ufcstats.com/fighter-details/3738e68d2261e60f
991,Preston Parsons,http://www.ufcstats.com/fighter-details/9fe7af8b3fbe00a0,Matthew Semelsberger,http://www.ufcstats.com/fighter-details/4aa58269d0664b5b
992,Marcus McGhee,http://www.ufcstats.com/fighter-details/c0ac37a4a1133da9,Gaston Bolanos,http://www.ufcstats.com/fighter-details/96924b0019b3aff1
993,Farid Basharat,http://www.ufcstats.com/fighter-details/a09ed60aa67a3f67,Taylor Lapilus,http://www.ufcstats.com/fighter-details/8b1ed83b02303075
994,Jean Silva,http://www.ufcstats.com/fighter-details/52ef95b5860fb28c,Westin Wilson,http://www.ufcstats.com/fighter-details/7b3503352cd53abb
995,Nikolas Motta,http://www.ufcstats.com/fighter-details/37f560436d745c18,Tom Nolan,http://www.ufcstats.com/fighter-details/6c3b2525436cf5d4
996,Joshua Van,http://www.ufcstats.com/fighter-details/17e97649403ba428,Felipe Bunes,http://www.ufcstats.com/fighter-details/53c10176e3bc7416
997,Leon Edwards,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Colby Covington,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859
998,Alexandre Pantoja,http://www.ufcstats.com/fighter-details/a0f0004aadf10b71,Brandon Royval,http://www.ufcstats.com/fighter-details/6e15f63b6c2e2c15
999,Shavkat Rakhmonov,http://www.ufcstats.com/fighter-details/01afe0916a40c7c5,Stephen Thompson,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
1000,Paddy Pimblett,http://www.ufcstats.com/fighter-details/7826923b47f8d72a,Tony Ferguson,http://www.ufcstats.com/fighter-details/22a92d7f62195791
1001,Josh Emmett,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41,Bryce Mitchell,http://www.ufcstats.com/fighter-details/d9c6f19f958643e9
1002,Alonzo Menifield,http://www.ufcstats.com/fighter-details/a495f599e787614f,Dustin Jacoby,http://www.ufcstats.com/fighter-details/e4277e87a789d687
1003,Irene Aldana,http://www.ufcstats.com/fighter-details/578ef12674df1e6a,Karol Rosa,http://www.ufcstats.com/fighter-details/351c4ec637380ad5
1004,Cody Garbrandt,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994,Brian Kelleher,http://www.ufcstats.com/fighter-details/7be14eaed4c74856
1005,Ariane da Silva,http://www.ufcstats.com/fighter-details/6551c64fbcd1a467,Casey O'Neill,http://www.ufcstats.com/fighter-details/04835018f90b118c
1006,Tagir Ulanbekov,http://www.ufcstats.com/fighter-details/f00ac08ab056af5d,Cody Durden,http://www.ufcstats.com/fighter-details/7f6ed67d3ed3c036
1007,Andre Fili,http://www.ufcstats.com/fighter-details/8fd808923cffff82,Lucas Almeida,http://www.ufcstats.com/fighter-details/710f0f8c5d5c9d41
1008,Shamil Gaziev,http://www.ufcstats.com/fighter-details/6747ccd6d1acd266,Martin Buday,http://www.ufcstats.com/fighter-details/8eb046f83e82bf26
1009,Song Yadong,http://www.ufcstats.com/fighter-details/efb96bf3e9ada36f,Chris Gutierrez,http://www.ufcstats.com/fighter-details/45f0cc9d18f35137
1010,Khalil Rountree Jr.,http://www.ufcstats.com/fighter-details/749f572d1d3161fb,Anthony Smith,http://www.ufcstats.com/fighter-details/d4c9dcd330403612
1011,Nasrat Haqparast,http://www.ufcstats.com/fighter-details/b7b84ccd221be298,Jamie Mullarkey,http://www.ufcstats.com/fighter-details/af9f42e6894047fc
